timesteps,ep_return,ep_len,sec_mean,power_mean,perf_mean,qos_violation_rate,switches,scale_events,frac_time_oai,mean_k
9412,-2176.269046500325,2353,0.00919855100556312,1.0710402044700755,0.9421628909419052,0.0,355,166,0.6578835529111772,1.5155038759689923
9412,-2171.800999224186,2353,0.009178708048689362,1.0703189166059304,0.9426151870718622,0.0,364,152,0.6498087547811304,1.5323741007194245
9412,-2174.2358193844557,2353,0.009190725979363152,1.0699244600075941,0.9415099263140561,0.0,343,177,0.6710582235444114,1.512982900569981
9412,-2177.4675731360912,2353,0.00920326212208118,1.066721868297165,0.9419643266424949,0.0,353,174,0.6595835104122397,1.5038659793814433
18824,-2054.0112734586,2353,0.00867899397073042,1.026847490872214,0.9429866326042707,0.0,353,163,0.6472588185295368,1.510177281680893
18824,-2036.174299120903,2353,0.0086023599962014,1.0151944998928804,0.9442322907222873,0.0,366,140,0.619209519762006,1.4941660947151683
18824,-2042.6161666810513,2353,0.008631346771868378,0.9999509964959955,0.9438874058352599,0.00042498937526561835,349,157,0.6306842328941776,1.5121293800539084
18824,-2053.9868098795414,2353,0.008679033314260622,1.0222751080255228,0.9433973433613726,0.00042498937526561835,351,157,0.6383340416489588,1.5272969374167775
28236,-2009.1793534606695,2353,0.00849026076466358,0.975743727688074,0.9456215291341417,0.0,345,144,0.5988100297492562,1.516678495386799
28236,-2039.0749752819538,2353,0.008615503530443519,0.989053048278948,0.9457868351310149,0.0,361,135,0.5898852528686783,1.521613832853026
28236,-2036.7461779862642,2353,0.0086047649127263,0.9871291790523278,0.9453586249264362,0.0,367,135,0.5992350191245219,1.5134751773049646
28236,-2032.968927025795,2353,0.008588941499556834,0.9923620623980893,0.9453182117360428,0.0,364,141,0.6017849553761156,1.5360169491525424
37648,-1951.2453908920288,2353,0.008244506582535433,0.9594637259897961,0.9460903567250516,0.0,345,132,0.5847853803654909,1.502906976744186
37648,-1990.0061644911766,2353,0.008407606859048263,0.9758220033041731,0.9457285822679071,0.00042498937526561835,352,139,0.5928601784955376,1.5053763440860215
37648,-2036.1862149834633,2353,0.00860435165555121,0.9717742985884686,0.946293517218921,0.00042498937526561835,354,129,0.577985550361241,1.463970588235294
37648,-1978.9300002753735,2353,0.008360585340641477,0.960980365517491,0.9468975966401268,0.00042498937526561835,358,120,0.5652358691032724,1.4676691729323308
47060,-1958.2995616197586,2353,0.008274782372419309,0.947663430933541,0.9470724460676382,0.00042498937526561835,341,128,0.5660858478538037,1.4466966966966968
47060,-1993.4148321449757,2353,0.008426743891815264,0.9638910324483337,0.9472443810484027,0.0,317,142,0.5618359541011475,1.5015128593040847
47060,-1984.6114953160286,2353,0.008387851689222217,0.9577489511489463,0.9468948571316191,0.0,330,137,0.5703357416064598,1.4836065573770492
47060,-1938.3866609036922,2353,0.00819185036217736,0.9470678627161689,0.9462096006172138,0.00042498937526561835,323,148,0.5805354866128347,1.4612005856515373
56472,-1922.9819017499685,2353,0.008129696681578214,0.937878714765937,0.9470557533220387,0.00042498937526561835,294,154,0.5652358691032724,1.4646616541353383
56472,-1966.9696919173002,2353,0.008315390645553264,0.9258650378931648,0.9478036361048691,0.00042498937526561835,310,134,0.5554611134721632,1.5095638867635808
56472,-1944.8088628351688,2353,0.008222943431653456,0.9204816864593658,0.9487960824447644,0.00042498937526561835,299,126,0.5363365915852104,1.5031695721077654
56472,-1954.253753811121,2353,0.008263602888542498,0.9232659719874896,0.9477556363805729,0.0,292,149,0.5550361240968976,1.4854517611026035
65884,-1996.901883840561,2353,0.008444180251884837,0.8971194620847803,0.952350596443319,0.00042498937526561835,309,89,0.4560135996600085,1.4492078285181733
65884,-1954.4259514212608,2353,0.008266706141052294,0.8764311001749683,0.9508794840224185,0.0,279,123,0.4976625584360391,1.4773697694278394
65884,-1950.9249226897955,2353,0.008252005645735336,0.8840551696024294,0.9518303297906544,0.0,279,112,0.472163195920102,1.4608460846084608
65884,-2000.0336240828037,2353,0.008458391965871151,0.8923158647149764,0.9519114636939179,0.0,300,105,0.47598810029749256,1.4741071428571428
75296,-1986.0535644292831,2353,0.008400010925140176,0.8793877235028372,0.9529449138244162,0.0,297,87,0.44878878028049296,1.428030303030303
75296,-2018.4747055619955,2353,0.008536550929315493,0.8992836099961845,0.9513555237753463,0.00042498937526561835,298,106,0.4840628984275393,1.4942932396839332
75296,-2052.4094996750355,2353,0.00867896942129692,0.9440430514213637,0.9499743054686229,0.0,313,115,0.5104122396940076,1.4796003330557868
75296,-1997.6971141546965,2353,0.008448681858177442,0.898185890505175,0.9515061374172676,0.00042498937526561835,296,107,0.4772630684232894,1.4505788067675869
84708,-1965.242465943098,2353,0.008312372264513233,0.8902845409288338,0.9529666588805961,0.00042498937526561835,285,96,0.4500637484062898,1.498583569405099
84708,-1941.921524554491,2353,0.008215361368583965,0.8729368808215798,0.9536979097890388,0.0,273,90,0.43348916277093075,1.4950980392156863
84708,-2007.3568278998137,2353,0.008492090239510561,0.8727870471569714,0.9541282346792744,0.0,284,87,0.43178920526986825,1.5127952755905512
84708,-1981.8536057174206,2353,0.008381944811711768,0.8846101852563711,0.9524573949464473,0.0,295,97,0.4623884402889928,1.5147058823529411
94120,-1986.6050989627838,2353,0.008402495136281853,0.8630516017390168,0.9546756903718899,0.0,300,70,0.4152146196345091,1.5240532241555782
94120,-1995.116031318903,2353,0.008439277676838544,0.8531988383454057,0.9552577717274845,0.0,294,70,0.40543986400339993,1.5115303983228512
94120,-1927.5128949731588,2353,0.008153632059236185,0.8552872798719459,0.9536091568264311,0.00042498937526561835,272,100,0.4368890777730557,1.4815175097276265
94120,-1959.7281939089298,2353,0.008290451340206345,0.8600449489878432,0.9539087614605795,0.0,276,94,0.43391415214619633,1.5093046033300686
