Experiment,n_runs,avg_qos_mean,violation_rate_mean,avg_sec_mean,total_power_wh_mean,n_reconf_mean
A1_policy_observation,1,0.9552117425757208,0.001386962552011,0.0076408823645297,125.7436438202858,16.0
B2_top2_seeds,5,0.957533832727292,0.006102635228848739,0.00803883459552048,125.29353006780147,20.0
D1_mlp_lstm_cd4_k_threshold,4,0.9599012118685427,0.12690707350901517,0.0077553958628499,124.84947617352009,15.0
