loss,val_loss,learning_rate
0.0618109293282032,0.024729184806346893,0.0010000000474974513
0.03290717303752899,0.022885972633957863,0.0010000000474974513
0.028819626197218895,0.025167783722281456,0.0010000000474974513
0.026523368433117867,0.022705620154738426,0.0010000000474974513
0.02495974488556385,0.020517105236649513,0.0010000000474974513
0.023732012137770653,0.016041971743106842,0.0010000000474974513
0.022034738212823868,0.017898457124829292,0.0010000000474974513
0.021029215306043625,0.01476906705647707,0.0010000000474974513
0.02028644271194935,0.013230460695922375,0.0010000000474974513
0.0199436005204916,0.014544468373060226,0.0010000000474974513
0.017800655215978622,0.01478302851319313,0.0010000000474974513
0.01841234229505062,0.014086990617215633,0.0010000000474974513
0.016684088855981827,0.016417622566223145,0.0010000000474974513
0.016413278877735138,0.011333927512168884,0.0010000000474974513
0.015695473179221153,0.012475322932004929,0.0010000000474974513
0.015714244917035103,0.015315724536776543,0.0010000000474974513
0.01631486788392067,0.014241552911698818,0.0010000000474974513
0.014324468560516834,0.013510609976947308,0.0010000000474974513
0.01483586523681879,0.013430174440145493,0.0010000000474974513
0.014298852533102036,0.013572835363447666,0.0010000000474974513
0.014273530803620815,0.01118481159210205,0.0010000000474974513
0.014244075864553452,0.014260353520512581,0.0010000000474974513
0.014020634815096855,0.013294185511767864,0.0010000000474974513
0.013078393414616585,0.013013415038585663,0.0010000000474974513
0.012426049448549747,0.012321599759161472,0.0010000000474974513
0.012390981428325176,0.011144552379846573,0.0010000000474974513
0.013027308508753777,0.012827504426240921,0.0010000000474974513
0.011102688498795033,0.01462732907384634,0.0010000000474974513
0.011908511631190777,0.012563618831336498,0.0005000000237487257
0.011114452965557575,0.014167842455208302,0.0005000000237487257
0.01186811737716198,0.013962995260953903,0.0005000000237487257
0.010974074713885784,0.014044704847037792,0.0005000000237487257
0.011365341953933239,0.011717858724296093,0.0005000000237487257
0.010828048922121525,0.014295167289674282,0.0005000000237487257
0.01085975393652916,0.014254537411034107,0.0005000000237487257
0.011412088759243488,0.011474710889160633,0.0002500000118743628
0.010371956042945385,0.012752531096339226,0.0002500000118743628
0.010906962677836418,0.012726985849440098,0.0002500000118743628
0.010435745120048523,0.011171229183673859,0.0002500000118743628
0.0105461860075593,0.013082892633974552,0.0002500000118743628
0.011072617955505848,0.012325497344136238,0.0002500000118743628
