loss,val_loss,learning_rate
0.0017251137178391218,0.001548242405988276,0.0005000000237487257
0.0016007227823138237,0.0014939174288883805,0.0005000000237487257
0.0015844479203224182,0.0014871465973556042,0.0005000000237487257
0.0015565445646643639,0.0015018346020951867,0.0005000000237487257
0.0015402095159515738,0.0014955560909584165,0.0005000000237487257
0.0015246121911332011,0.0014891771133989096,0.0005000000237487257
0.0015342904953286052,0.0014957169769331813,0.0005000000237487257
0.0015167981619015336,0.0014900946989655495,0.0005000000237487257
0.0015144511125981808,0.0015148771926760674,0.0002500000118743628
0.0015303239924833179,0.0014873334439471364,0.0002500000118743628
0.0015311941970139742,0.0015038909623399377,0.0002500000118743628
0.0015043140156194568,0.0014783272054046392,0.0002500000118743628
0.0015202075010165572,0.0015012591611593962,0.0002500000118743628
0.001515970448963344,0.0015011487994343042,0.0002500000118743628
0.0014968663454055786,0.0014996302779763937,0.0002500000118743628
0.00151545531116426,0.0015008102636784315,0.0001250000059371814
0.0015058402204886079,0.0014884291449561715,0.0001250000059371814
0.001506923814304173,0.001488504814915359,0.0001250000059371814
0.001510773436166346,0.0015130894025787711,0.0001250000059371814
0.00149911071639508,0.0015060690930113196,0.0001250000059371814
0.0015134763671085238,0.0015176711603999138,0.0001250000059371814
0.00151389604434371,0.001528790919110179,0.0001250000059371814
0.0014891090104356408,0.0015183857176452875,6.25000029685907e-05
0.0015174505533650517,0.001510384725406766,6.25000029685907e-05
0.0015089077642187476,0.0015129662351682782,6.25000029685907e-05
0.0015027540503069758,0.0015153683489188552,6.25000029685907e-05
0.0015050993533805013,0.0015184521907940507,6.25000029685907e-05
