model_name,baseline,rmse,mae,r2,mape_safe,smape,wape
delta_calendar_huber,naive_persistence_t-1,19.252984150038678,13.970454216003418,0.8965281844139099,17.47413444519043,16.87858009338379,13.886629104614258
delta_calendar_huber,naive_daily_t-96,38.35822936171096,29.100858688354492,0.589282751083374,38.78483581542969,33.18800354003906,28.926246643066406
