timesteps,ep_return,ep_len,sec_mean,power_mean,perf_mean,qos_violation_rate,switches,scale_events,frac_time_oai,mean_k
9412,-2224.4291697889566,2353,0.009393536687293872,1.0054359830697446,0.9487139827334724,0.0,471,0,0.49171270718232046,1.0
9412,-2209.103796541691,2353,0.009327895493083148,0.9972420709466508,0.9487862096560341,0.0,475,0,0.4908627284317892,1.0
9412,-2236.1917817741632,2353,0.009444929001840205,1.0085528203643639,0.9482399585193337,0.0,460,0,0.49851253718657035,1.0
9412,-2211.7687740772963,2353,0.009341133810968455,1.001983809916962,0.9483507143098447,0.0,460,0,0.49936251593710157,1.0
18824,-2101.37287402153,2353,0.008872855444491397,0.9685264292849514,0.9493818135399338,0.0,453,0,0.4861878453038674,1.0
18824,-2144.814221814275,2353,0.009055946592029376,0.9777530319276284,0.9495438853072148,0.0,465,0,0.47981300467488314,1.0
18824,-2132.9053345173597,2353,0.009007120032783296,0.9664283801128243,0.9498899573475261,0.0,451,0,0.47598810029749256,1.0
18824,-2121.7015257775784,2353,0.008959632537783275,0.9686149577865487,0.9495220828755481,0.0,450,0,0.48278793030174244,1.0
28236,-2045.2901196926832,2353,0.008637314621272825,0.9559518065393807,0.9500790432165189,0.0,431,0,0.47513812154696133,1.0
28236,-2078.3986165970564,2353,0.008778914694939105,0.9504729471356627,0.9513412803677462,0.0,424,0,0.44751381215469616,1.0
28236,-2083.373237669468,2353,0.008799163818686308,0.9508796853559148,0.9508147838771267,0.0,431,0,0.4594135146621334,1.0
28236,-2055.7788671553135,2353,0.00868074321419577,0.9527812489184531,0.9501566129494767,0.0,440,0,0.47301317467063325,1.0
37648,-1994.6791983693838,2353,0.008425793498995941,0.9258794289824813,0.951465771495156,0.0,403,0,0.45218869528261796,1.0
37648,-2001.3602421283722,2353,0.008454952202084257,0.9250942688012599,0.9522027227912008,0.0,397,0,0.43816404589885255,1.0
37648,-2054.17888084054,2353,0.008676620867400982,0.9404882169560175,0.9515370022374116,0.0,419,0,0.44793880152996174,1.0
37648,-2089.673765063286,2353,0.008825557915647417,0.9424425366327097,0.9512576093533877,0.0,434,0,0.45261368465788354,1.0
47060,-1987.0355387032032,2353,0.008393563746161604,0.9184761385283366,0.9514857859901302,0.0,401,0,0.4538886527836804,1.0
47060,-2012.1619668453932,2353,0.008502005854929464,0.9183300376141066,0.9525597728773021,0.0,388,0,0.43263918402039947,1.0
47060,-1995.026634812355,2353,0.008431222456730222,0.9129617828234581,0.9531213649019402,0.0,372,0,0.42031449213769656,1.0
47060,-2017.2640094608068,2353,0.008522924017580681,0.9157134486014824,0.9527010005481994,0.0,394,0,0.430939226519337,1.0
56472,-2004.7396613955498,2353,0.008473266772723994,0.8942331374071529,0.95441210138205,0.0,366,0,0.39991500212494685,1.0
