timestamp,Traffic_bps,Traffic_bps_scaled,Traffic_Mbps_scaled,Traffic_Predicted_Mbps,Traffic_Prediction_Uncertainty
2019-04-18 23:15,864236237,167316135.48319998,167.3161354832,136.060791015625,125.09575287309882
2019-04-18 23:30,784452316,151869968.37759998,151.86996837759995,135.79052734375,124.45690062794885
2019-04-18 23:45,683418497,132309821.0192,132.3098210192,133.47613525390625,124.07988332192187
2019-04-19 00:00,788195430,152594635.248,152.594635248,128.77880859375,124.07988332192187
2019-04-19 00:15,770824358,149231595.7088,149.2315957088,124.88795471191406,124.07988332192187
2019-04-19 00:30,710444213,137541999.6368,137.5419996368,121.5570297241211,124.07988332192187
2019-04-19 00:45,623639148,120736539.0528,120.7365390528,118.09503936767578,124.07988332192187
2019-04-19 01:00,414636641,80273653.69759999,80.2736536976,113.7408447265625,124.07988332192187
2019-04-19 01:15,391356056,75766532.4416,75.76653244159999,105.99623107910156,124.07988332192187
2019-04-19 01:30,402422661,77909027.1696,77.9090271696,96.78274536132812,124.07988332192187
2019-04-19 01:45,322388547,62414422.6992,62.4144226992,88.45747375488281,124.0837994044423
2019-04-19 02:00,290552599,56250983.1664,56.2509831664,80.28388214111328,124.08713751092812
2019-04-19 02:15,292780139,56682234.9104,56.6822349104,72.77701568603516,124.08554512797552
2019-04-19 02:30,230819236,44686604.0896,44.6866040896,66.49267578125,124.09894473563584
2019-04-19 02:45,189111691,36612023.3776,36.6120233776,60.94739532470703,124.1261096092641
2019-04-19 03:00,156894896,30374851.8656,30.3748518656,55.968204498291016,124.20867761421323
2019-04-19 03:15,149652269,28972679.2784,28.9726792784,51.48740768432617,124.27348170266902
2019-04-19 03:30,146131965,28291148.424,28.291148424,47.94071578979492,124.34033819581924
2019-04-19 03:45,131213814,25402994.3904,25.4029943904,45.565738677978516,124.3642829172545
2019-04-19 04:00,131725200,25501998.72,25.50199872,43.990814208984375,124.34635386475125
2019-04-19 04:15,133342985,25815201.896,25.815201896,43.27806854248047,124.30531756629154
2019-04-19 04:30,120094457,23250286.8752,23.2502868752,43.54362487792969,124.49324234555576
2019-04-19 04:45,113651432,22002917.2352,22.0029172352,44.454803466796875,124.68639249999032
2019-04-19 05:00,102909854,19923347.7344,19.9233477344,45.98026657104492,124.73529634977876
2019-04-19 05:15,106089568,20538940.3648,20.5389403648,48.03586959838867,124.74360033199079
2019-04-19 05:30,113067114,21889793.2704,21.8897932704,50.75557327270508,124.74855441228773
2019-04-19 05:45,139967937,27097792.6032,27.0977926032,53.75861358642578,124.66609256620211
2019-04-19 06:00,144066370,27891249.232,27.891249232,57.1226921081543,124.55041479126838
2019-04-19 06:15,177995547,34459937.8992,34.4599378992,60.59388732910156,124.51199707810848
2019-04-19 06:30,222064280,42991644.608,42.991644608,64.18214416503906,124.5009329654453
2019-04-19 06:45,212510754,41142081.9744,41.1420819744,68.04678344726562,124.51717527156173
2019-04-19 07:00,305367246,59119098.8256,59.1190988256,71.72515106201172,124.51199707810848
2019-04-19 07:15,384549386,74448761.1296,74.4487611296,75.5009536743164,124.51074676260497
2019-04-19 07:30,420182237,81347281.0832,81.34728108319999,79.86475372314453,124.51074676260497
