timestamp,Traffic_bps,Traffic_bps_scaled,Traffic_Mbps_scaled,Traffic_Predicted_Mbps,Traffic_Prediction_Uncertainty
2019-04-03 02:00:00,351720692,68088169.20858628,68.08816920858628,79.33113098144531,16.63819122314453
2019-04-03 02:15:00,321716111,62279705.178381495,62.2797051783815,56.70119857788086,17.447647094726562
2019-04-03 02:30:00,372264707,72065200.9879498,72.06520098794981,52.934329986572266,16.428836822509766
2019-04-03 02:45:00,311394330,60281553.84055241,60.28155384055241,67.6789779663086,11.509101867675781
2019-04-03 03:00:00,267040771,51695329.8881811,51.6953298881811,52.66939163208008,11.295021057128906
2019-04-03 03:15:00,294745027,57058483.416623466,57.05848341662347,41.96996307373047,14.120216369628906
2019-04-03 03:30:00,262867529,50887449.05004042,50.887449050040416,50.389862060546875,15.340782165527344
2019-04-03 03:45:00,235331900,45556939.33235552,45.55693933235552,42.43702697753906,16.694988250732422
2019-04-03 04:00:00,215436485,41705467.3723406,41.7054673723406,38.05559539794922,11.411758422851562
2019-04-03 04:15:00,194318262,37617277.01642984,37.61727701642984,36.256011962890625,11.796073913574219
2019-04-03 04:30:00,168310740,32582587.27849418,32.58258727849418,30.846364974975586,10.37319564819336
2019-04-03 04:45:00,132257175,25603125.193582885,25.603125193582883,22.64710235595703,15.421337127685547
2019-04-03 05:00:00,75442987,14604699.073141748,14.604699073141749,20.421306610107422,10.749744415283203
2019-04-03 05:15:00,100287321,19414212.006963205,19.414212006963204,7.150761604309082,13.53579330444336
2019-04-03 05:30:00,127376941,24658380.66780589,24.65838066780589,14.24895191192627,11.700601577758789
2019-04-03 05:45:00,105253378,20375570.65604572,20.37557065604572,16.479190826416016,11.471681594848633
2019-04-03 06:00:00,173808480,33646872.26342425,33.64687226342425,8.660197257995605,15.617227554321289
2019-04-03 06:15:00,170724191,33049797.3795838,33.0497973795838,26.07052993774414,21.606876373291016
2019-04-03 06:30:00,211372400,40918717.79106183,40.91871779106183,28.978065490722656,11.28164291381836
2019-04-03 06:45:00,364168985,70497983.30090603,70.49798330090603,36.71342849731445,14.042526245117188
2019-04-03 07:00:00,364813550,70622762.00111948,70.62276200111948,63.393009185791016,15.729438781738281
2019-04-03 07:15:00,384501985,74434165.55008171,74.43416555008172,65.40386199951172,18.737350463867188
2019-04-03 07:30:00,478957915,92719502.4406232,92.7195024406232,69.37604522705078,10.264762878417969
2019-04-03 07:45:00,511219648,98964919.28822292,98.96491928822292,90.48657989501953,14.283180236816406
2019-04-03 08:00:00,572997640,110924267.90869784,110.92426790869784,97.99465942382812,12.450057983398438
2019-04-03 08:15:00,515268398,99748700.2296162,99.7487002296162,108.52921295166016,11.596710205078125
2019-04-03 08:30:00,555124963,107464369.51924963,107.46436951924964,97.77140808105469,16.250755310058594
2019-04-03 08:45:00,553802140,107208289.62885465,107.20828962885464,103.92547607421875,11.565376281738281
2019-04-03 09:00:00,453221681,87737330.23625436,87.73733023625437,105.48277282714844,11.784408569335938
2019-04-03 09:15:00,448662607,86854757.76040336,86.85475776040336,92.58192443847656,11.459236145019531
2019-04-03 09:30:00,456341934,88341367.24365795,88.34136724365794,84.22237396240234,16.637069702148438
2019-04-03 09:45:00,450371179,87185513.22087839,87.18551322087839,88.94125366210938,12.07159423828125
2019-04-03 10:00:00,470734470,91127559.3807662,91.1275593807662,86.66557312011719,17.64936065673828
