timesteps,ep_return,ep_len,sec_mean,power_mean,perf_mean,qos_violation_rate,switches,scale_events,frac_time_oai,mean_k
9412,-2182.247068092227,2353,0.009224148205261008,1.074021515165346,0.9418127445327542,0.0,353,168,0.6659583510412239,1.5130823229100192
9412,-2181.911824911833,2353,0.009222595957200855,1.0743101298479745,0.9419923548337708,0.0,352,170,0.6642583935401615,1.5303902751119642
9412,-2176.8720812797546,2353,0.00920165239349823,1.0678458098801866,0.9419724793825259,0.00042498937526561835,348,164,0.6604334891627709,1.5173745173745175
9412,-2201.232688009739,2353,0.009304682073775874,1.0745512351957323,0.9416648634838846,0.0,349,178,0.6651083722906928,1.5015974440894568
18824,-2077.349058970809,2353,0.008779095050720897,1.0342620139267917,0.9421566768347128,0.0,343,176,0.6634084147896303,1.4926329276105061
18824,-2053.4568345844746,2353,0.00867923859123313,1.0390257868825554,0.9416877034112742,0.0,326,184,0.6697832554186145,1.4828680203045685
18824,-2073.145284861326,2353,0.008761152958745176,1.0122404845278667,0.9431944961655256,0.0,349,158,0.6421589460263494,1.4956982131039047
18824,-2068.2461280822754,2353,0.008740332059635826,1.0332015408539437,0.9422575384315105,0.0,345,168,0.6595835104122397,1.4793814432989691
28236,-1986.1776848882437,2353,0.008394495065174,1.0022312430083067,0.9423158447184159,0.0,319,185,0.6634084147896303,1.4919923126201153
28236,-2038.3362052440643,2353,0.00861419011076617,1.004136049387762,0.9432552224314066,0.00042498937526561835,336,173,0.6413089672758181,1.5023194168323393
28236,-1972.9625576287508,2353,0.008335565507556028,0.994309066966195,0.9430012042047214,0.0,345,169,0.6485337866553336,1.5137614678899083
28236,-1986.6107479780912,2353,0.008395672564644524,0.9956850055882235,0.9430010365619084,0.0,325,180,0.6510837229069273,1.5176240208877285
37648,-1928.8949609398842,2353,0.00815169981815779,0.9836707624586603,0.9430728279120659,0.0,316,173,0.6489587760305993,1.5153896529142108
37648,-1979.9546264857054,2353,0.00836688751412007,0.9953377064977663,0.9433502904972623,0.0,331,171,0.6404589885252868,1.5136031851360319
37648,-2000.7140863984823,2353,0.008456697044674428,1.0052517989925056,0.9421902567186206,0.00042498937526561835,313,188,0.6621334466638334,1.4826700898587932
37648,-1994.9350749999285,2353,0.008430425337125114,1.0016231631351136,0.9432889663104144,0.0,334,163,0.6387590310242244,1.479707252162342
47060,-1944.5505275428295,2353,0.008217115413723691,0.9786227311269303,0.9438223532296929,0.00042498937526561835,329,152,0.6311092222694432,1.4579124579124578
47060,-1982.3614159971476,2353,0.00837825083292948,0.9877686554505072,0.9432909497037321,0.0,322,172,0.6430089247768805,1.481163251817581
47060,-1935.4419644325972,2353,0.008178083174630424,0.9839421842030348,0.9433622155552259,0.0,330,170,0.6442838929026774,1.5059366754617414
47060,-1944.0741115659475,2353,0.008215074866865252,0.9767941518687108,0.9433754061669732,0.0,325,172,0.6417339566510837,1.4827814569536424
56472,-1907.8601763248444,2353,0.008062179785990067,0.9666797410312025,0.9432220462784077,0.00042498937526561835,313,177,0.6438589035274118,1.5042904290429042
56472,-1940.3093673437834,2353,0.00819985590940654,0.9701075308180038,0.9432381144038069,0.00042498937526561835,317,176,0.64598385040374,1.5039473684210527
56472,-1887.9396695047617,2353,0.00797811899136489,0.9543190822416906,0.9439594399609872,0.00042498937526561835,311,171,0.6306842328941776,1.4764150943396226
56472,-1954.643748626113,2353,0.008260249701093864,0.9793054518728017,0.9433943278172449,0.0,327,165,0.6421589460263494,1.5181998676373263
65884,-1935.0461742579937,2353,0.008175036890821708,0.9717180819091926,0.9451733835696972,0.0,345,145,0.6009349766255844,1.495049504950495
65884,-1896.803220897913,2353,0.008015112403756079,0.9479561782977554,0.9444958896926754,0.00042498937526561835,320,161,0.6196345091372716,1.49039780521262
65884,-1917.7843766063452,2353,0.00810368085822112,0.9560615828936018,0.9453365150229555,0.00042498937526561835,326,157,0.6064598385040374,1.539593552908199
65884,-1912.48421664536,2353,0.008080786000016982,0.9490224485999211,0.9455090504071584,0.00042498937526561835,331,148,0.60135996600085,1.4975265017667845
