policy,n_seeds,E_tot_mean,E_tot_std,avg_SEC_mean,avg_SEC_std,v_mean,v_std,n_sw_mean,n_sw_std,n_sc_mean,n_sc_std,n_bl_mean,n_bl_std
lstm_history,5,125.29353006780147,5.105974337151783,0.008038834595520534,0.0012438530331704888,0.0061026352288488205,0.0043418795679607556,20.0,10.198039027185569,5.8,3.63318042491699,22.8,19.753480705941424
mlp_hybrid,5,122.57865291535855,1.5000833089473413,0.007479934999008772,0.0001517156285450283,0.0033287101248266294,0.0036167558419986953,16.4,3.5071355833500366,10.6,7.3688533707762165,12.0,9.513148795220223
