step,actual_traffic_mbps,predicted_traffic_mbps,upf_config,power_w,energy_wh,qos,sec,qos_violation
195,167.2579,119.2764,DPDK,0.820762,0.205191,0.975258,0.00490716,0
196,155.9624,123.1428,DPDK,0.820661,0.205165,0.975246,0.00526192,0
197,171.8373,126.2969,DPDK,0.8208,0.2052,0.975257,0.00477661,0
198,173.6721,129.8786,DPDK,0.820814,0.205204,0.975257,0.00472623,0
199,171.3326,133.3265,DPDK,0.820796,0.205199,0.975257,0.00479066,0
200,150.7769,136.0991,DPDK,0.820613,0.205153,0.975241,0.00544256,0
201,153.3872,136.4949,DPDK,0.820637,0.205159,0.975244,0.0053501,0
202,141.7034,135.6964,DPDK,0.820516,0.205129,0.975203,0.00579037,0
203,126.5011,133.3134,DPDK,0.820316,0.205079,0.97507,0.00648466,0
204,139.2418,129.135,DPDK,0.820488,0.205122,0.975181,0.00589254,0
205,139.2457,125.35,DPDK,0.820488,0.205122,0.975181,0.00589238,0
206,123.4665,122.1509,DPDK,0.820265,0.205066,0.975041,0.00664362,0
207,139.7926,118.4539,DPDK,0.820494,0.205124,0.975187,0.00586937,0
208,135.1352,116.1292,DPDK,0.820437,0.205109,0.975147,0.00607123,0
209,146.9391,114.468,DPDK,0.820572,0.205143,0.975239,0.00558444,0
210,153.9989,114.2809,DPDK,0.820643,0.205161,0.975246,0.00532889,0
211,152.3141,115.4801,DPDK,0.820627,0.205157,0.975244,0.00538773,0
212,171.964,117.1986,DPDK,0.820801,0.2052,0.975259,0.0047731,0
213,200.9314,120.5395,DPDK,0.821011,0.205253,0.975286,0.00408603,0
214,212.9693,126.5968,DPDK,0.82109,0.205273,0.975301,0.00385544,0
215,178.9789,134.4418,DPDK,0.820855,0.205214,0.975262,0.00458632,0
216,200.6131,139.6828,DPDK,0.821009,0.205252,0.975285,0.0040925,0
217,198.4043,144.6011,DPDK,0.820994,0.205249,0.975285,0.00413799,0
218,216.9965,148.4341,DPDK,0.821116,0.205279,0.975304,0.003784,0
219,199.5061,152.6292,DPDK,0.821002,0.20525,0.975287,0.00411517,0
220,198.0701,154.9952,DPDK,0.820992,0.205248,0.975285,0.00414496,0
221,184.109,155.9376,DPDK,0.820893,0.205223,0.97527,0.00445873,0
222,193.7043,154.7541,DPDK,0.820962,0.20524,0.975281,0.00423822,0
223,199.5821,153.2424,DPDK,0.821002,0.205251,0.975288,0.00411361,0
224,185.8992,152.0891,DPDK,0.820906,0.205227,0.975272,0.00441587,0
225,219.1199,150.0916,DPDK,0.821129,0.205282,0.975307,0.00374739,0
226,224.9012,150.5186,DPDK,0.821164,0.205291,0.97531,0.00365122,0
227,185.9196,152.5668,DPDK,0.820906,0.205227,0.975273,0.00441538,0
228,202.367,152.1392,DPDK,0.821021,0.205255,0.97529,0.00405709,0
229,195.3137,151.7635,DPDK,0.820973,0.205243,0.975281,0.00420336,0
230,167.8568,150.7794,DPDK,0.820767,0.205192,0.975258,0.00488969,0
231,167.5901,147.3333,DPDK,0.820765,0.205191,0.975256,0.00489746,0
232,189.3454,142.9462,DPDK,0.820931,0.205233,0.975275,0.00433563,0
233,214.1782,140.2218,DPDK,0.821098,0.205274,0.975298,0.00383371,0
234,199.6051,140.6369,DPDK,0.821002,0.205251,0.975288,0.00411313,0
235,191.3143,141.5694,DPDK,0.820945,0.205236,0.975277,0.00429108,0
236,191.8641,142.0766,DPDK,0.820949,0.205237,0.975276,0.0042788,0
237,208.4244,142.369,DPDK,0.821061,0.205265,0.975295,0.00393937,0
238,235.4617,143.8058,DPDK,0.821226,0.205307,0.97532,0.00348773,0
239,208.0643,147.8294,DPDK,0.821059,0.205265,0.975295,0.00394618,0
240,161.7142,150.5582,DPDK,0.820714,0.205178,0.975252,0.00507509,0
241,132.7746,148.5646,DPDK,0.820407,0.205102,0.975125,0.00617895,0
242,120.6435,141.967,DPDK,0.820215,0.205054,0.975009,0.00679867,0
243,106.9157,132.6957,DPDK,0.819963,0.204991,0.974979,0.00766925,0
244,94.1524,121.7809,DPDK,0.819702,0.204926,0.974848,0.00870613,0
245,88.2152,109.7508,DPDK,0.819624,0.204906,0.97478,0.00929119,0
246,90.9751,98.3497,DPDK,0.819652,0.204913,0.974812,0.00900964,0
247,85.5884,88.9046,OAI-1x,0.773863,0.193466,0.9298,0.00904169,0
248,74.5383,81.3287,OAI-1x,0.672034,0.168008,0.932802,0.00901595,0
249,71.5663,74.8118,OAI-1x,0.650503,0.162626,0.933571,0.00908952,0
250,53.8757,69.6979,OAI-1x,0.496185,0.124046,0.935176,0.00920982,0
251,47.9835,64.7255,OAI-1x,0.42822,0.107055,0.934442,0.00892432,0
252,39.4967,60.0288,OAI-1x,0.311226,0.077807,0.933131,0.00787982,0
253,37.9281,55.5228,OAI-1x,0.309288,0.077322,0.932332,0.00815457,0
254,34.8235,51.7217,OAI-1x,0.28801,0.072002,0.930459,0.00827057,0
255,29.8585,48.7022,OAI-1x,0.227749,0.056937,0.927139,0.0076276,0
256,26.4553,46.395,OAI-1x,0.238378,0.059594,0.924633,0.00901059,0
257,27.5034,44.6114,OAI-1x,0.22707,0.056767,0.925422,0.00825607,0
258,24.7379,43.5782,OAI-1x,0.24786,0.061965,0.923147,0.01001946,0
259,25.5078,43.1003,OAI-1x,0.247846,0.061961,0.923823,0.00971647,0
260,27.8367,43.2914,OAI-1x,0.22503,0.056258,0.925682,0.00808395,0
261,20.6039,44.5343,OAI-1x,0.200688,0.050172,0.920763,0.00974028,0
262,19.7042,45.9128,OAI-1x,0.207706,0.051927,0.920871,0.01054121,0
263,16.4113,47.9457,OAI-1x,0.177717,0.044429,0.920937,0.01082895,0
264,17.6223,50.3779,OAI-1x,0.189361,0.04734,0.921163,0.01074553,0
265,21.0827,52.9789,OAI-1x,0.199443,0.049861,0.920712,0.00946004,0
266,25.4861,55.8619,OAI-1x,0.247995,0.061999,0.923815,0.00973062,0
267,34.5085,59.1906,OAI-1x,0.282569,0.070642,0.930266,0.0081884,0
268,33.3807,62.8428,OAI-1x,0.263275,0.065819,0.929532,0.00788703,0
269,30.3159,66.4668,OAI-1x,0.228697,0.057174,0.927451,0.00754381,0
270,39.9727,69.7496,OAI-1x,0.316938,0.079235,0.933199,0.00792887,0
271,44.3362,73.0185,OAI-1x,0.378377,0.094594,0.933863,0.00853427,0
272,47.0731,76.0297,OAI-1x,0.416165,0.104041,0.934294,0.00884081,0
273,57.4603,78.8169,OAI-1x,0.531656,0.132914,0.93552,0.00925258,0
274,58.2847,81.7386,OAI-1x,0.539001,0.13475,0.935583,0.00924773,0
275,75.0437,84.5305,OAI-1x,0.675616,0.168904,0.932647,0.00900298,0
276,84.0606,87.6149,OAI-1x,0.758486,0.189622,0.930193,0.00902309,0
277,98.5785,90.8746,DPDK,0.819794,0.204949,0.974893,0.00831616,0
278,97.2756,94.5085,DPDK,0.819767,0.204942,0.974883,0.00842726,0
279,121.5702,97.8378,DPDK,0.820231,0.205058,0.975019,0.00674698,0
280,120.7628,102.3025,DPDK,0.820217,0.205054,0.97501,0.00679197,0
281,133.362,107.7991,DPDK,0.820414,0.205104,0.975132,0.00615178,0
282,123.4002,113.454,DPDK,0.820263,0.205066,0.975039,0.00664718,0
283,144.2491,117.6161,DPDK,0.820543,0.205136,0.975225,0.00568838,0
284,131.8283,122.0987,DPDK,0.820395,0.205099,0.975119,0.0062232,0
285,139.1064,125.1382,DPDK,0.820487,0.205122,0.97518,0.00589827,0
286,135.1579,127.3933,DPDK,0.820437,0.205109,0.975147,0.00607022,0
287,151.7132,128.5216,DPDK,0.820622,0.205155,0.975243,0.00540903,0
288,137.599,129.9764,DPDK,0.820468,0.205117,0.975168,0.00596275,0
289,121.9695,130.2707,DPDK,0.820238,0.20506,0.975027,0.00672495,0
290,126.3172,128.7625,DPDK,0.820313,0.205078,0.97507,0.00649408,0
291,117.2787,126.5886,DPDK,0.820156,0.205039,0.974998,0.00699322,0
292,133.5507,123.5039,DPDK,0.820417,0.205104,0.975135,0.00614311,0
293,139.8424,121.3809,DPDK,0.820495,0.205124,0.975187,0.00586728,0
294,125.1855,120.4196,DPDK,0.820294,0.205074,0.975059,0.00655263,0
295,137.2994,119.092,DPDK,0.820464,0.205116,0.975164,0.00597573,0
296,149.9544,118.5833,DPDK,0.820604,0.205151,0.975243,0.00547236,0
297,153.6725,119.4763,DPDK,0.82064,0.20516,0.975244,0.00534019,0
298,158.3018,121.2861,DPDK,0.820683,0.205171,0.975248,0.00518429,0
299,150.2161,123.7267,DPDK,0.820607,0.205152,0.975239,0.00546284,0
300,149.4522,125.5883,DPDK,0.820599,0.20515,0.975242,0.00549071,0
301,156.8905,126.8151,DPDK,0.82067,0.205167,0.975248,0.00523085,0
302,174.3454,128.0638,DPDK,0.820819,0.205205,0.975258,0.00470801,0
303,154.2049,130.4236,DPDK,0.820645,0.205161,0.975245,0.00532178,0
304,160.1286,131.5225,DPDK,0.820699,0.205175,0.975253,0.00512525,0
305,148.0958,132.2362,DPDK,0.820585,0.205146,0.975238,0.0055409,0
306,158.2947,131.6509,DPDK,0.820683,0.205171,0.975248,0.00518453,0
307,147.059,131.1525,DPDK,0.820574,0.205143,0.97524,0.00557989,0
308,151.2081,129.8047,DPDK,0.820617,0.205154,0.975242,0.00542707,0
309,149.9736,128.4473,DPDK,0.820604,0.205151,0.975243,0.00547166,0
310,168.9773,127.0916,DPDK,0.820777,0.205194,0.975256,0.00485732,0
311,162.5332,127.3099,DPDK,0.820721,0.20518,0.975252,0.00504956,0
312,172.6097,127.8367,DPDK,0.820806,0.205201,0.975261,0.00475527,0
313,168.6164,129.2572,DPDK,0.820774,0.205193,0.975256,0.0048677,0
314,178.2775,130.6809,DPDK,0.82085,0.205212,0.975264,0.00460434,0
315,174.3491,132.6647,DPDK,0.820819,0.205205,0.975259,0.00470791,0
316,184.837,134.3867,DPDK,0.820898,0.205225,0.975274,0.0044412,0
317,163.5169,136.5576,DPDK,0.82073,0.205182,0.975251,0.00501924,0
318,166.3658,136.9973,DPDK,0.820755,0.205189,0.975253,0.00493343,0
319,158.6138,136.6431,DPDK,0.820686,0.205171,0.975248,0.00517411,0
320,141.4379,135.2249,DPDK,0.820513,0.205128,0.9752,0.00580122,0
321,146.2587,132.0123,DPDK,0.820565,0.205141,0.975236,0.00561037,0
322,160.1953,128.5358,DPDK,0.8207,0.205175,0.975247,0.00512312,0
323,159.0184,126.3391,DPDK,0.820689,0.205172,0.975248,0.00516097,0
324,163.3575,124.9857,DPDK,0.820728,0.205182,0.975252,0.00502412,0
325,152.9571,124.6009,DPDK,0.820633,0.205158,0.975242,0.00536512,0
326,132.8106,124.0304,DPDK,0.820407,0.205102,0.975127,0.00617727,0
327,146.611,121.8998,DPDK,0.820569,0.205142,0.975236,0.00559691,0
328,162.1945,120.2294,DPDK,0.820718,0.205179,0.975252,0.00506008,0
329,171.3846,120.1452,DPDK,0.820796,0.205199,0.975257,0.0047892,0
330,155.3166,121.6644,DPDK,0.820655,0.205164,0.975245,0.00528376,0
331,171.6414,122.6987,DPDK,0.820798,0.2052,0.975259,0.00478205,0
332,146.1794,124.6517,DPDK,0.820564,0.205141,0.975237,0.0056134,0
