step,actual_traffic_mbps,predicted_traffic_mbps,upf_config,power_w,energy_wh,qos,sec,qos_violation
476,70.7582,,OAI-1x,0.64449,0.161122,0.933788,0.00910834,0
477,71.4948,,OAI-1x,0.649972,0.162493,0.933582,0.00909119,0
478,57.0306,,OAI-1x,0.527798,0.131949,0.935482,0.00925464,0
479,69.6265,,OAI-1x,0.635993,0.158998,0.934064,0.00913436,0
480,71.2708,,OAI-1x,0.648278,0.162069,0.93365,0.00909598,0
481,68.6211,,OAI-1x,0.628369,0.157092,0.93435,0.00915708,0
482,72.918,,OAI-1x,0.660389,0.165097,0.933214,0.00905659,0
483,85.6223,,OAI-1x,0.774194,0.193549,0.929797,0.00904196,0
484,105.3023,,OAI-1x,0.959871,0.239968,0.925849,0.00911539,0
485,106.9434,,OAI-1x,0.976134,0.244034,0.925573,0.00912758,0
486,101.2211,,OAI-1x,0.919411,0.229853,0.926594,0.00908319,0
487,87.5464,,OAI-1x,0.792634,0.198159,0.929329,0.00905388,0
488,124.822,,OAI-1x,1.141639,0.28541,0.921459,0.00914613,0
489,74.1457,,OAI-1x,0.669246,0.167311,0.932907,0.00902609,0
490,83.193,,OAI-1x,0.749524,0.187381,0.930416,0.00900946,0
491,68.5204,,OAI-1x,0.627596,0.156899,0.934366,0.00915925,0
492,74.1182,,OAI-1x,0.669047,0.167262,0.93291,0.00902675,0
493,74.7919,,OAI-1x,0.673831,0.168458,0.932718,0.00900942,0
494,90.9749,,OAI-1x,0.82407,0.206017,0.928535,0.00905821,0
495,104.3811,,OAI-1x,0.950582,0.237645,0.926009,0.00910684,0
496,102.6311,,OAI-1x,0.932831,0.233208,0.926322,0.00908917,0
497,79.2019,,OAI-1x,0.712106,0.178026,0.931479,0.00899102,0
498,75.469,,OAI-1x,0.679001,0.16975,0.93252,0.0089971,0
499,81.6087,,OAI-1x,0.734295,0.183574,0.930839,0.00899775,0
500,91.6313,,OAI-1x,0.830008,0.207502,0.928393,0.00905813,0
501,100.5813,,OAI-1x,0.913336,0.228334,0.926695,0.00908057,0
502,113.3788,,OAI-1x,1.036967,0.259242,0.9241,0.00914604,0
503,118.5323,,OAI-1x,1.083935,0.270984,0.922645,0.00914464,0
504,134.4887,,OAI-1x,1.226853,0.306713,0.920738,0.00912235,0
505,113.6492,,OAI-1x,1.039548,0.259887,0.924024,0.00914699,0
506,111.3274,,OAI-1x,1.017902,0.254476,0.924644,0.00914332,0
507,116.1952,,OAI-1x,1.062537,0.265634,0.923337,0.00914442,0
508,114.5,,OAI-1x,1.0473,0.261825,0.923802,0.00914673,0
509,94.9136,,OAI-1x,0.859774,0.214943,0.927755,0.00905849,0
510,97.3107,,OAI-1x,0.881924,0.220481,0.9273,0.00906297,0
511,113.4442,,OAI-1x,1.037576,0.259394,0.924078,0.00914614,0
512,116.5163,,OAI-1x,1.065405,0.266351,0.923237,0.00914383,0
513,109.941,,OAI-1x,1.004844,0.251211,0.925016,0.00913984,0
514,94.2356,,OAI-1x,0.853526,0.213382,0.927887,0.00905737,0
515,112.7133,,OAI-1x,1.030874,0.257718,0.924284,0.00914598,0
516,109.0592,,OAI-1x,0.996565,0.249141,0.9252,0.00913783,0
517,97.0182,,OAI-1x,0.879225,0.219806,0.927352,0.00906247,0
518,94.1083,,OAI-1x,0.852384,0.213096,0.927907,0.00905748,0
519,97.431,,OAI-1x,0.883055,0.220764,0.927275,0.00906339,0
520,97.3101,,OAI-1x,0.881924,0.220481,0.9273,0.00906303,0
521,93.8952,,OAI-1x,0.850359,0.21259,0.927965,0.00905646,0
522,87.126,,OAI-1x,0.788711,0.197178,0.929429,0.00905253,0
523,83.9301,,OAI-1x,0.757158,0.18929,0.930229,0.0090213,0
524,103.6823,,OAI-1x,0.943601,0.2359,0.926136,0.00910089,0
525,94.6625,,OAI-1x,0.857376,0.214344,0.92781,0.00905718,0
526,101.5533,,OAI-1x,0.922468,0.230617,0.926506,0.00908359,0
527,89.6885,,OAI-1x,0.812546,0.203137,0.928829,0.00905965,0
528,82.7028,,OAI-1x,0.744653,0.186163,0.930553,0.00900396,0
529,97.0891,,OAI-1x,0.879926,0.219982,0.927339,0.00906308,0
