steps,switch_dpdk_to_oai,switch_oai_to_dpdk,scale_up,scale_down,cooldown_blocked,switching_count,scaling_count,avg_sec,total_power,avg_qos,violation_rate,avg_power_w,total_energy_wh,total_reward,objective_mode,objective_gamma,system,source,objective_value,run_dir,config_path,qos_threshold,cooldown_period,num_oai_instances
721,12,12,12,11,0,47,23,0.00680728751645151,464.8255331516266,0.9534491958631391,0.009708737864077669,0.6446956076998982,116.20638328790665,-493.00842843949795,discounted,0.995,offline_optimal,DP exact planner,-120.27628490875244,/home/ubuntu/EnergyAwareUPF/experiments/results/D1_mlp_lstm_cd4_k_threshold/lstm_history_cd4_k2_t90/seed_456,/home/ubuntu/EnergyAwareUPF/experiments/results/D1_mlp_lstm_cd4_k_threshold/lstm_history_cd4_k2_t90/seed_456/config.yaml,0.9,4,2
