Actual_Traffic,Predicted_Traffic,UPF_Config,Energy_Wh_Actual,QoS_Score_Actual
29.732046,56.623924,"('OAI', 1)",0.0569036491215229,0.9270460605621338
27.387207,56.875854,"('OAI', 1)",0.05708076432347298,0.9253440499305725
23.441996,55.973217,"('OAI', 1)",0.05630623176693916,0.9219245910644531
22.697931,54.391273,"('OAI', 1)",0.054338473826646805,0.921190083026886
38.346462,52.734238,"('OAI', 1)",0.07738583534955978,0.9325937032699585
26.634794,52.758568,"('OAI', 1)",0.059107113629579544,0.9247862696647644
28.000238,53.12628,"('OAI', 1)",0.0563042052090168,0.9258036017417908
46.256893,54.51236,"('OAI', 1)",0.10127299278974533,0.9341759085655212
47.451702,57.415955,"('OAI', 1)",0.10530779510736465,0.9343658089637756
85.047905,61.12632,"('OAI', 1)",0.19212418794631958,0.9299519658088684
85.524704,66.8087,"('OAI', 1)",0.19331224262714386,0.9298391938209534
68.78471,73.03218,"('OAI', 1)",0.15739236772060394,0.934295654296875
87.43983,77.77415,"('OAI', 1)",0.19791480898857117,0.9293650388717651
85.92962,82.60968,"('OAI', 1)",0.1942802518606186,0.9297340512275696
89.05439,87.32147,"('OAI', 1)",0.20168942213058472,0.9289721250534058
105.43518,91.480095,"('DPDK', 1)",0.20498356223106384,0.9749634265899658
79.13189,95.85271,"('OAI', 1)",0.17786173522472382,0.931490421295166
54.21966,98.01002,"('OAI', 1)",0.12494360655546188,0.9352262616157532
61.17377,97.0054,"('OAI', 1)",0.14105577766895294,0.9357892870903015
70.55815,94.69399,"('OAI', 1)",0.16075266897678375,0.9338265061378479
66.061646,92.493324,"('OAI', 1)",0.15200915932655334,0.9350466728210449
60.384045,90.27749,"('OAI', 1)",0.13931895792484283,0.9357365965843201
75.49118,87.90848,"('OAI', 1)",0.1697964072227478,0.9325105547904968
69.344284,86.78372,"('OAI', 1)",0.15846684575080872,0.9341484308242798
60.484985,86.095955,"('OAI', 1)",0.1395336091518402,0.9357433319091797
85.60705,85.17309,"('OAI', 1)",0.19352303445339203,0.9298012852668762
99.12348,85.74786,"('DPDK', 1)",0.2049514651298523,0.9748979210853577
96.50794,88.10146,"('DPDK', 1)",0.20493756234645844,0.9748712778091431
136.62521,91.16901,"('DPDK', 1)",0.20511394739151,0.9751579165458679
165.25746,97.056694,"('DPDK', 1)",0.20518623292446136,0.9752565622329712
201.20117,105.990746,"('DPDK', 1)",0.20525330305099487,0.9752883911132812
186.84157,118.34305,"('DPDK', 1)",0.20522825419902802,0.9752739071846008
184.8816,130.09695,"('DPDK', 1)",0.2052246779203415,0.9752689003944397
196.51485,139.9163,"('DPDK', 1)",0.20524533092975616,0.975283682346344
166.40164,148.24754,"('DPDK', 1)",0.20518872141838074,0.9752550721168518
159.74878,152.42705,"('DPDK', 1)",0.20517399907112122,0.9752519130706787
142.14774,153.07278,"('DPDK', 1)",0.20513010025024414,0.9752056002616882
154.7196,150.11491,"('DPDK', 1)",0.20516246557235718,0.9752476215362549
121.45088,146.34511,"('DPDK', 1)",0.20505733788013458,0.975016713142395
97.36367,139.8341,"('DPDK', 1)",0.20494215190410614,0.9748814105987549
93.29706,130.77536,"('DPDK', 1)",0.2049216777086258,0.9748383164405823
114.29835,121.00414,"('DPDK', 1)",0.2050255686044693,0.9749948978424072
100.23482,113.3904,"('DPDK', 1)",0.2049572616815567,0.9749137759208679
122.00444,106.74867,"('DPDK', 1)",0.20505976676940918,0.9750266671180725
131.61809,103.036674,"('DPDK', 1)",0.2050979733467102,0.975119948387146
116.9332,102.09331,"('DPDK', 1)",0.2050374448299408,0.9749961495399475
118.62009,101.81096,"('DPDK', 1)",0.20504489541053772,0.9749952554702759
135.99228,102.1146,"('DPDK', 1)",0.20511195063591003,0.9751574993133545
147.06065,103.99478,"('DPDK', 1)",0.20514340698719025,0.9752400517463684
138.88687,107.37354,"('DPDK', 1)",0.2051209658384323,0.9751774072647095
133.87578,110.64009,"('DPDK', 1)",0.2051052451133728,0.9751380085945129
152.99687,113.11541,"('DPDK', 1)",0.20515842735767365,0.9752420783042908
156.42882,116.266174,"('DPDK', 1)",0.20516642928123474,0.975246012210846
169.48357,119.66715,"('DPDK', 1)",0.20519527792930603,0.9752573370933533
163.75153,123.784134,"('DPDK', 1)",0.20518292486667633,0.9752523303031921
158.65945,127.36136,"('DPDK', 1)",0.20517154037952423,0.9752479195594788
137.43298,129.82559,"('DPDK', 1)",0.20511646568775177,0.9751678109169006
152.37007,129.70532,"('DPDK', 1)",0.20515693724155426,0.9752402305603027
127.012634,129.26483,"('DPDK', 1)",0.2050812840461731,0.975074827671051
152.82056,126.67458,"('DPDK', 1)",0.20515801012516022,0.975242018699646
176.77701,125.13153,"('DPDK', 1)",0.20520952343940735,0.975260853767395
192.8659,126.07603,"('DPDK', 1)",0.20523898303508759,0.975280225276947
