,total_power,total_power,avg_sec,avg_sec,avg_qos,avg_qos,violation_rate,violation_rate,switch_dpdk_to_oai,switch_dpdk_to_oai,switch_oai_to_dpdk,switch_oai_to_dpdk,scale_up,scale_up,scale_down,scale_down,cooldown_blocked,cooldown_blocked
,mean,std,mean,std,mean,std,mean,std,mean,std,mean,std,mean,std,mean,std,mean,std
config,,,,,,,,,,,,,,,,,,
cd0_k2,481.12177062034607,,0.007183668742536928,,0.9518745453942996,,0.009708737864077669,,18.0,,18.0,,5.0,,5.0,,0.0,
cd2_k2,485.71795159578323,,0.0074453010897431934,,0.9566549325617606,,0.0013869625520110957,,8.0,,9.0,,7.0,,0.0,,5.0,
cd4_k1,493.29047280550003,,0.007489892925702802,,0.9539193759017447,,0.0013869625520110957,,10.0,,10.0,,0.0,,0.0,,3.0,
cd4_k2,483.16003465652466,,0.0073498766556066505,,0.9546646870951712,,0.0013869625520110957,,8.0,,9.0,,7.0,,0.0,,3.0,
cd8_k2,486.1692470908165,,0.007324108682461705,,0.9519982189146722,,0.004160887656033287,,9.0,,9.0,,13.0,,9.0,,90.0,
