timesteps,ep_return,ep_len,sec_mean,power_mean,perf_mean,qos_violation_rate,switches,scale_events,frac_time_oai,mean_k
9412,-3287.7292811125517,2353,0.00920968655292206,1.0656926200534758,0.9428825071148805,0.6438589035274118,363,155,0.6438589035274118,1.5214521452145215
9412,-3284.196061372757,2353,0.009239137496564125,1.069366934955044,0.9431637700598037,0.6387590310242244,372,147,0.6387590310242244,1.5422488356620092
9412,-3319.810101404786,2353,0.009181315011847123,1.0656609831087345,0.9419364913747101,0.6604334891627709,353,166,0.6604334891627709,1.5135135135135136
9412,-3313.8515579104424,2353,0.009152357224881636,1.0662084257050468,0.9419193558372744,0.6608584785380366,351,176,0.6608584785380366,1.5067524115755626
18824,-3096.638813212514,2353,0.00876924209425339,1.0155264843640002,0.9450770239094395,0.6090097747556311,379,136,0.6090097747556311,1.5380321004884856
18824,-3079.7579775750637,2353,0.00870094260559455,1.0179397768787866,0.9454650143537429,0.5945601359966001,384,123,0.5945601359966001,1.5275196568977842
18824,-3041.280653640628,2353,0.008724190731262935,0.9904834999462618,0.9462977679698862,0.5847853803654909,385,117,0.5847853803654909,1.5377906976744187
18824,-3140.3204750418663,2353,0.008787791263486255,1.0269137533279464,0.9442300380314861,0.621334466638334,361,150,0.621334466638334,1.548563611491108
28236,-2918.3437601327896,2353,0.00855446936429272,0.9630212455265987,0.9489010525570492,0.5282617934551637,375,101,0.5282617934551637,1.5494770716009654
28236,-2939.4739420861006,2353,0.008748293433162668,0.9618946573504275,0.9494244479089405,0.5184870378240544,379,95,0.5184870378240544,1.5508196721311476
28236,-2873.121053740382,2353,0.008498594702001388,0.9522882010447336,0.9497652207594246,0.5121121971950702,391,80,0.5121121971950702,1.5394190871369295
28236,-2883.22189296782,2353,0.008401610877854085,0.9605229533433002,0.9486375969113869,0.540161495962601,366,111,0.540161495962601,1.5594020456333595
37648,-2693.2577456086874,2353,0.008152126005695974,0.9097174894693199,0.9523268920079323,0.46663833404164895,347,76,0.46663833404164895,1.5619307832422586
37648,-2748.488912075758,2353,0.008270806667222366,0.9180225101725071,0.9518128596262074,0.47046323841903953,325,91,0.47046323841903953,1.5257452574525745
37648,-2796.129948079586,2353,0.008472547366555354,0.9181521397877185,0.9514403790805475,0.48278793030174244,340,93,0.48278793030174244,1.5272887323943662
37648,-2696.854989439249,2353,0.00826258439815271,0.8995378413861019,0.9531137027033227,0.445388865278368,320,77,0.445388865278368,1.5009541984732824
47060,-2686.478078946471,2353,0.008272427543178454,0.8900654221715899,0.953484728419421,0.4368890777730557,312,76,0.4368890777730557,1.4805447470817121
47060,-2750.8083915114403,2353,0.008456853347210252,0.9057572845494651,0.9525398622154936,0.46196345091372715,326,84,0.46196345091372715,1.5243790248390063
47060,-2746.181377276778,2353,0.008415128903117552,0.9063192154821111,0.952498019805524,0.4611134721631959,334,84,0.4611134721631959,1.5345622119815667
47060,-2776.72092422843,2353,0.008306272302815968,0.90291135320246,0.9511230251305771,0.4857628559286018,313,110,0.4857628559286018,1.5013123359580052
56472,-2683.084564000368,2353,0.00824604374014199,0.883371978428229,0.953272963223739,0.44326391840203994,284,96,0.44326391840203994,1.4899328859060403
56472,-2797.6998564600945,2353,0.008461415318632082,0.9064100812558564,0.951425861917148,0.4802379940501487,307,101,0.4802379940501487,1.5017699115044247
56472,-2714.827509894967,2353,0.00841243807155175,0.8896801771886593,0.9533941675843556,0.44113897152571185,301,87,0.44113897152571185,1.510597302504817
56472,-2754.4297261834145,2353,0.00844186375588907,0.8910288952585489,0.9521863874454879,0.47131321716957075,297,106,0.47131321716957075,1.4959422903516681
65884,-2612.2222872674465,2353,0.008267557419558667,0.8698168066882398,0.9552900965954464,0.40458988525286865,299,71,0.40458988525286865,1.4947478991596639
65884,-2553.996446251869,2353,0.007852661067163164,0.8427163308293982,0.9541075310198439,0.43348916277093075,258,102,0.43348916277093075,1.4970588235294118
65884,-2624.7569214105606,2353,0.008093766110746964,0.8667709670622097,0.953723647191177,0.43901402464938377,263,100,0.43901402464938377,1.5217812197483058
65884,-2598.7986927479506,2353,0.008292726069372947,0.8539598477783479,0.9554550066128012,0.40798980025499365,288,73,0.40798980025499365,1.4979166666666666
75296,-2527.5158399939537,2353,0.00789046000817508,0.8377489448353629,0.954986995780311,0.41733956651083726,245,96,0.41733956651083726,1.5132382892057026
75296,-2567.603697910905,2353,0.008012885248974833,0.855002812107117,0.9546972280150517,0.422014449638759,267,92,0.422014449638759,1.5246727089627392
75296,-2593.599347114563,2353,0.008149300535976145,0.8700352499092887,0.9548955741102929,0.4160645983850404,258,94,0.4160645983850404,1.5137895812053115
75296,-2548.3948912620544,2353,0.00792278719568626,0.8525825525870284,0.9548985809404396,0.41393965150871226,262,90,0.41393965150871226,1.5051334702258727
84708,-2540.5669778883457,2353,0.008186270011289309,0.8608024834167993,0.9568400342972088,0.37144071398215045,266,65,0.37144071398215045,1.5240274599542334
84708,-2529.6401086747646,2353,0.00809471918928211,0.8515395865103969,0.9564920615704071,0.3803654908627284,245,80,0.3803654908627284,1.5374301675977653
84708,-2556.635806083679,2353,0.00824792450907392,0.8505718535278586,0.9566197271201138,0.378665533361666,266,68,0.378665533361666,1.5196408529741863
84708,-2518.931693688035,2353,0.008166083875553554,0.8509113005866308,0.9573364598772346,0.36081597960051,245,71,0.36081597960051,1.5123674911660778
94120,-2649.9083296507597,2353,0.008480783314796389,0.9175953213782498,0.955886665780748,0.3858903527411815,260,79,0.3858903527411815,1.5837004405286343
94120,-2651.367156609893,2353,0.008399967048091588,0.9097400847466206,0.9554102286804093,0.39396515087122824,250,84,0.39396515087122824,1.4983818770226538
94120,-2663.443626791239,2353,0.008329978333087538,0.9147830599680689,0.9546713942524934,0.40798980025499365,232,94,0.40798980025499365,1.5104166666666667
94120,-2670.881484746933,2353,0.008405827829686317,0.9131610064470054,0.954846196563711,0.4067148321291968,238,98,0.4067148321291968,1.54858934169279
103532,-2666.436497718096,2353,0.008352289032812448,0.9041328205233475,0.9550043921038996,0.3965150871228219,279,74,0.3965150871228219,1.4780278670953912
103532,-2635.5040138959885,2353,0.008234751521854329,0.91214209886191,0.9547932076545356,0.40841478963025923,254,92,0.40841478963025923,1.5317377731529656
103532,-2682.741755902767,2353,0.008387304533400034,0.9263259419926775,0.9546263047699416,0.4067148321291968,260,85,0.4067148321291968,1.4890282131661443
103532,-2739.8293087482452,2353,0.008588033887760336,0.9297446393227,0.954235013423957,0.41478963025924354,280,82,0.41478963025924354,1.5061475409836065
112944,-2654.5045461654663,2353,0.008459645310492812,0.9188126525471578,0.9559286277799772,0.37909052273693156,275,68,0.37909052273693156,1.4730941704035874
112944,-2599.8340610563755,2353,0.00834832855818308,0.896409539354643,0.9564893191994579,0.3731406714832129,276,64,0.3731406714832129,1.5045558086560364
112944,-2699.621357947588,2353,0.00850380857176667,0.9225478474251828,0.9547229710154163,0.40798980025499365,280,77,0.40798980025499365,1.540625
112944,-2665.7481874227524,2353,0.008409051504767829,0.9204204583036307,0.955135542587478,0.39864003399915005,278,77,0.39864003399915005,1.4797441364605544
122356,-2723.5136432647705,2353,0.008658363493543342,0.9308495859718809,0.9552057159742395,0.39396515087122824,284,73,0.39396515087122824,1.4908306364617043
122356,-2731.9081490039825,2353,0.008569437913185787,0.9355285237608593,0.9544093791241854,0.4105397365065873,290,76,0.4105397365065873,1.5248447204968945
122356,-2630.915812075138,2353,0.008533504640509774,0.905777154655797,0.9567107200825209,0.36931576710582237,283,58,0.36931576710582237,1.485615650172612
122356,-2723.786013543606,2353,0.008521456955900416,0.9435653934517263,0.9544105497107727,0.40926476838079046,272,86,0.40926476838079046,1.5181723779854621
131768,-2586.7157850265503,2353,0.008313705354174571,0.8879220807395284,0.9568007066054289,0.3633659158521037,248,68,0.3633659158521037,1.5216374269005848
131768,-2600.7986482679844,2353,0.008376290940862074,0.8904704619761077,0.9565953644751691,0.37144071398215045,255,74,0.37144071398215045,1.5240274599542334
131768,-2611.8166529536247,2353,0.008234841304388304,0.9052233538676261,0.9556531339719151,0.3867403314917127,258,81,0.3867403314917127,1.4956043956043956
131768,-2623.756058961153,2353,0.008556816174976821,0.89824542315828,0.9572025133962586,0.3561410964725882,256,66,0.3561410964725882,1.5393794749403342
141180,-2572.099770322442,2353,0.008187198342440378,0.8894783005124703,0.9563486238666864,0.3748406289842754,265,66,0.3748406289842754,1.5056689342403629
141180,-2540.643588796258,2353,0.008210392447688791,0.8604278749118599,0.9572430625146265,0.35826604334891626,262,62,0.35826604334891626,1.4638196915776986
141180,-2558.6989576220512,2353,0.00823385069331592,0.8781826544760442,0.9566997945486004,0.37356566085847853,253,74,0.37356566085847853,1.5517633674630262
141180,-2625.575169503689,2353,0.008361620813369896,0.8947660994185218,0.9557620984060026,0.389715257118572,270,78,0.389715257118572,1.4929116684841877
150592,-2604.415116623044,2353,0.008327058860691738,0.8839936919076565,0.9559881436130719,0.3880152996175096,270,76,0.3880152996175096,1.5334063526834611
150592,-2514.3424410820007,2353,0.008274718677257755,0.8504433434819142,0.9582359924551481,0.34041648958776033,234,68,0.34041648958776033,1.533083645443196
150592,-2495.584604024887,2353,0.008197373186728509,0.8445267949365729,0.9582339017836023,0.34169145771355713,230,68,0.34169145771355713,1.521144278606965
150592,-2504.7516339719296,2353,0.00811096081996825,0.8588288946958283,0.9574306671081377,0.3586910327241819,240,71,0.3586910327241819,1.5414691943127963
160004,-2477.3683374524117,2353,0.008152855457769706,0.8494146552128433,0.9582330237993321,0.3467913302167446,243,66,0.3467913302167446,1.5490196078431373
160004,-2455.933080881834,2353,0.008067835387583827,0.831029193506715,0.9585231398705265,0.3361665958351041,228,66,0.3361665958351041,1.5056890012642226
160004,-2419.681682795286,2353,0.008057270518175964,0.8263547041038225,0.9592415850769445,0.3259668508287293,223,62,0.3259668508287293,1.5097783572359844
160004,-2516.9299519509077,2353,0.008248276785449463,0.8548030201242773,0.9579681422018367,0.3467913302167446,244,65,0.3467913302167446,1.5098039215686274
169416,-2491.573591440916,2353,0.008052411884199267,0.8420910596138257,0.9573888033185165,0.35996600084997876,239,76,0.35996600084997876,1.4935064935064934
169416,-2476.3814125210047,2353,0.007970333697719208,0.8466669686084801,0.9575056038762071,0.35529111772205696,236,73,0.35529111772205696,1.4964114832535884
169416,-2452.315766841173,2353,0.008034057454299063,0.8331833959791035,0.9581784983163583,0.3484912877178071,246,61,0.3484912877178071,1.5304878048780488
169416,-2510.3440381735563,2353,0.008144535149237448,0.8577927608870973,0.9577520807347701,0.3472163195920102,262,56,0.3472163195920102,1.5018359853121175
