timesteps,elapsed_s,cpu_pct,cpu_freq_mhz,ram_gb,ram_pct,gpu_power_w,gpu_mem_gb,gpu_util_pct,gpu_temp_c,cumulative_energy_wh
1000,0.3185420036315918,3.6,4049.991999999999,9.8538818359375,3.9,,,,,0.0
2000,3.4301466941833496,3.5,4049.991999999999,9.879127502441406,3.9,,,,,0.0
3000,3.7505264282226562,3.5,4049.991999999999,9.875774383544922,3.9,,,,,0.0
4000,6.86498498916626,3.3,4049.991999999999,9.867607116699219,3.9,,,,,0.0
5000,10.393240690231323,3.3,4049.991999999999,9.891178131103516,3.9,,,,,0.0
6000,13.431701421737671,3.3,4049.991999999999,9.871135711669922,3.9,,,,,0.0
7000,13.744059562683105,3.4,4049.991999999999,9.86648941040039,3.9,,,,,0.0
8000,16.7808735370636,3.4,4049.991999999999,9.84774398803711,3.9,,,,,0.0
9000,19.511244297027588,3.3,4049.991999999999,9.852725982666016,3.9,,,,,0.0
10000,22.564077377319336,3.3,4049.991999999999,9.847633361816406,3.9,,,,,0.0
11000,22.882615089416504,3.4,4049.991999999999,9.846611022949219,3.9,,,,,0.0
12000,25.985112190246582,3.4,4049.991999999999,9.840641021728516,3.9,,,,,0.0
13000,29.507182121276855,3.3,4049.991999999999,9.861724853515625,3.9,,,,,0.0
14000,32.536303997039795,3.3,4049.991999999999,9.859626770019531,3.9,,,,,0.0
15000,32.849445104599,3.3,4049.991999999999,9.860198974609375,3.9,,,,,0.0
16000,35.94812250137329,3.4,4049.991999999999,9.851791381835938,3.9,,,,,0.0
17000,38.718207597732544,3.3,4049.991999999999,9.859062194824219,3.9,,,,,0.0
18000,41.81999206542969,3.3,4049.991999999999,9.850730895996094,3.9,,,,,0.0
19000,42.139047622680664,3.5,4049.991999999999,9.84555435180664,3.9,,,,,0.0
20000,45.24050688743591,3.4,4049.991999999999,9.831317901611328,3.9,,,,,0.0
21000,48.86386442184448,3.3,4049.991999999999,9.824996948242188,3.9,,,,,0.0
22000,51.90249538421631,3.4,4049.991999999999,9.82796859741211,3.9,,,,,0.0
23000,52.21405005455017,3.4,4049.991999999999,9.81689453125,3.9,,,,,0.0
24000,55.24876403808594,3.4,4049.991999999999,9.82025146484375,3.9,,,,,0.0
25000,58.01512598991394,3.3,4049.991999999999,9.834415435791016,3.9,,,,,0.0
26000,61.037028789520264,3.4,4049.991999999999,9.83523178100586,3.9,,,,,0.0
27000,61.34901809692383,3.5,4049.991999999999,9.843040466308594,3.9,,,,,0.0
28000,64.38005542755127,3.3,4049.991999999999,9.852096557617188,3.9,,,,,0.0
29000,67.95443940162659,3.3,4049.991999999999,9.832160949707031,3.9,,,,,0.0
30000,70.9718828201294,3.4,4049.991999999999,9.849220275878906,3.9,,,,,0.0
31000,71.28285670280457,3.6,4049.991999999999,9.83682632446289,3.9,,,,,0.0
32000,74.31655478477478,3.3,4049.991999999999,9.83578109741211,3.9,,,,,0.0
33000,77.06483101844788,3.3,4049.991999999999,9.852497100830078,3.9,,,,,0.0
34000,80.15355610847473,3.4,4049.991999999999,9.833621978759766,3.9,,,,,0.0
35000,80.46903586387634,3.2,4049.991999999999,9.83322525024414,3.9,,,,,0.0
36000,83.55737662315369,3.3,4049.991999999999,9.84311294555664,3.9,,,,,0.0
37000,86.31628274917603,3.4,4049.991999999999,9.840007781982422,3.9,,,,,0.0
38000,89.38765621185303,3.3,4049.991999999999,9.850418090820312,3.9,,,,,0.0
39000,89.70251417160034,3.3,4049.991999999999,9.844207763671875,3.9,,,,,0.0
40000,92.7803270816803,3.4,4049.991999999999,9.851470947265625,3.9,,,,,0.0
41000,96.38488531112671,3.3,4049.991999999999,9.840225219726562,3.9,,,,,0.0
42000,99.40553140640259,3.3,4049.991999999999,9.831920623779297,3.9,,,,,0.0
43000,99.71535682678223,3.2,4049.991999999999,9.831623077392578,3.9,,,,,0.0
44000,102.77312207221985,3.4,4049.991999999999,9.830802917480469,3.9,,,,,0.0
45000,103.08750247955322,3.3,4049.991999999999,9.830802917480469,3.9,,,,,0.0
46000,108.61572694778442,3.3,4049.991999999999,9.843273162841797,3.9,,,,,0.0
47000,108.9304780960083,3.5,4049.991999999999,9.843830108642578,3.9,,,,,0.0
48000,112.0069477558136,3.8,4049.991999999999,9.825794219970703,3.9,,,,,0.0
49000,112.32072329521179,3.5,4049.991999999999,9.832630157470703,3.9,,,,,0.0
50000,118.57096409797668,3.3,4049.991999999999,9.8240966796875,3.9,,,,,0.0
51000,118.88645434379578,3.4,4049.991999999999,9.824337005615234,3.9,,,,,0.0
52000,121.96553111076355,3.3,4049.991999999999,9.816875457763672,3.9,,,,,0.0
53000,122.28043603897095,3.5,4049.991999999999,9.820720672607422,3.9,,,,,0.0
54000,127.82686161994934,3.3,4049.991999999999,9.827316284179688,3.9,,,,,0.0
55000,128.14120316505432,3.5,4049.991999999999,9.826045989990234,3.9,,,,,0.0
56000,131.21819615364075,3.4,4049.991999999999,9.832168579101562,3.9,,,,,0.0
57000,131.53256797790527,3.2,4049.991999999999,9.831924438476562,3.9,,,,,0.0
58000,137.48308730125427,3.3,4049.991999999999,9.814205169677734,3.9,,,,,0.0
59000,137.79238080978394,3.5,4049.991999999999,9.814273834228516,3.9,,,,,0.0
60000,140.8088140487671,3.3,4049.991999999999,9.827838897705078,3.9,,,,,0.0
61000,141.11753821372986,3.3,4049.991999999999,9.827838897705078,3.9,,,,,0.0
62000,145.58486342430115,3.3,4049.991999999999,9.822647094726562,3.9,,,,,0.0
63000,145.899231672287,3.5,4049.991999999999,9.833198547363281,3.9,,,,,0.0
64000,148.97652649879456,3.3,4049.991999999999,9.823627471923828,3.9,,,,,0.0
65000,149.29036140441895,3.5,4049.991999999999,9.830833435058594,3.9,,,,,0.0
66000,154.59452414512634,3.3,4049.991999999999,9.811847686767578,3.9,,,,,0.0
