step,actual_traffic_mbps,predicted_traffic_mbps,upf_config,power_w,energy_wh,qos,sec,qos_violation,type_switch,scale_event,cooldown_blocked
64,30.9273,,1xOAI,0.231116,0.057779,0.927885,0.00747287,0,0,0,0
65,30.0752,,1xOAI,0.228101,0.057025,0.927277,0.00758435,0,0,0,0
66,24.1078,,1xOAI,0.236029,0.059007,0.922559,0.00979058,0,0,0,0
67,24.7302,,1xOAI,0.247835,0.061959,0.923136,0.01002154,0,0,0,0
68,21.1243,,1xOAI,0.199914,0.049979,0.920701,0.00946371,0,0,0,0
69,23.1005,,1xOAI,0.221649,0.055412,0.921584,0.00959499,0,0,0,0
70,32.1962,,1xOAI,0.248607,0.062152,0.928749,0.00772163,0,0,0,0
71,42.0981,,1xOAI,0.346093,0.086523,0.933529,0.00822111,0,0,0,0
72,39.2225,,1xOAI,0.310146,0.077536,0.933081,0.00790734,0,0,0,0
73,27.1649,,1xOAI,0.230746,0.057686,0.925172,0.00849427,0,0,0,0
74,34.4753,,1xOAI,0.281959,0.07049,0.930246,0.00817858,0,0,0,0
75,25.9351,,1xOAI,0.244143,0.061036,0.924206,0.00941365,0,0,0,0
76,29.5807,,1xOAI,0.227365,0.056841,0.926935,0.00768626,0,0,0,0
77,47.9984,,1xOAI,0.428393,0.107098,0.934444,0.00892515,0,0,0,0
78,70.4939,,1xOAI,0.642528,0.160632,0.933848,0.00911466,0,0,0,0
79,90.0655,,1xOAI,0.815845,0.203961,0.928727,0.00905835,0,0,0,0
80,83.1271,,1xOAI,0.748926,0.187232,0.930447,0.00900941,0,0,0,0
81,97.0232,,1xOAI,0.879321,0.21983,0.927355,0.009063,0,0,0,0
82,80.4964,,1xOAI,0.724045,0.181011,0.931131,0.00899474,0,0,0,0
83,97.2268,,1xOAI,0.881164,0.220291,0.927326,0.00906297,0,0,0,0
84,92.727,,1xOAI,0.839783,0.209946,0.928184,0.00905651,0,0,0,0
85,101.9575,,1xOAI,0.926246,0.231561,0.92644,0.00908463,0,0,0,0
86,119.3082,,1xOAI,1.091113,0.272778,0.922451,0.00914533,0,0,0,0
87,88.7113,,1xOAI,0.803674,0.200918,0.929047,0.00905943,0,0,0,0
88,69.2165,,1xOAI,0.632903,0.158226,0.934173,0.00914383,0,0,0,0
89,83.4569,,1xOAI,0.752309,0.188077,0.930346,0.00901435,0,0,0,0
90,78.5698,,1xOAI,0.706194,0.176549,0.931654,0.00898811,0,0,0,0
91,88.6324,,1xOAI,0.802916,0.200729,0.929066,0.00905895,0,0,0,0
92,75.1291,,1xOAI,0.676257,0.169064,0.932617,0.00900126,0,0,0,0
93,75.8048,,1xOAI,0.681735,0.170434,0.932427,0.00899329,0,0,0,0
94,81.2284,,1xOAI,0.730851,0.182713,0.930925,0.00899749,0,0,0,0
95,95.5749,,1xOAI,0.865774,0.216443,0.927617,0.00905859,0,0,0,0
96,99.0585,,1xOAI,0.89884,0.22471,0.926961,0.00907383,0,0,0,0
97,92.4367,,1xOAI,0.837135,0.209284,0.928234,0.0090563,0,0,0,0
98,144.7699,,1xOAI,1.31673,0.329183,0.920145,0.00909533,0,0,0,0
99,173.0397,,DPDK,0.820809,0.205202,0.975261,0.00474347,0,1,0,0
100,183.6432,,DPDK,0.82089,0.205222,0.97527,0.00447003,0,0,0,0
101,204.849,,DPDK,0.821038,0.205259,0.975294,0.00400801,0,0,0,0
102,243.3266,,DPDK,0.821271,0.205318,0.975313,0.00337518,0,0,0,0
103,205.1044,,DPDK,0.821039,0.20526,0.975292,0.00400303,0,0,0,0
104,181.0352,,DPDK,0.82087,0.205218,0.975267,0.00453431,0,0,0,0
105,148.8819,,DPDK,0.820593,0.205148,0.975239,0.0055117,0,0,0,0
106,144.5472,,DPDK,0.820547,0.205137,0.975228,0.00567667,0,0,0,0
107,156.4461,,DPDK,0.820666,0.205166,0.975245,0.00524568,0,0,0,0
108,136.0037,,DPDK,0.820448,0.205112,0.975158,0.00603254,0,0,0,0
109,130.8318,,DPDK,0.820382,0.205095,0.975111,0.00627051,0,0,0,0
110,107.8393,,DPDK,0.819981,0.204995,0.974989,0.00760373,0,0,0,0
111,101.2424,,DPDK,0.81985,0.204962,0.974925,0.00809789,0,0,0,0
112,109.5398,,DPDK,0.820014,0.205003,0.974996,0.00748599,0,0,0,0
113,105.4792,,DPDK,0.819935,0.204984,0.974964,0.00777343,0,0,0,0
114,114.6248,,DPDK,0.820108,0.205027,0.974997,0.00715472,0,0,0,0
115,111.964,,DPDK,0.820059,0.205015,0.974996,0.00732432,0,0,0,0
116,126.2999,,DPDK,0.820313,0.205078,0.975066,0.00649496,0,0,0,0
117,119.5982,,DPDK,0.820197,0.205049,0.974996,0.00685793,0,0,0,0
118,153.5352,,DPDK,0.820639,0.20516,0.975244,0.00534496,0,0,0,0
119,168.0965,,DPDK,0.820769,0.205192,0.975255,0.00488273,0,0,0,0
120,139.9559,,DPDK,0.820496,0.205124,0.975189,0.00586253,0,0,0,0
121,176.5917,,DPDK,0.820837,0.205209,0.975262,0.00464822,0,0,0,0
122,160.7472,,DPDK,0.820705,0.205176,0.97525,0.00510556,0,0,0,0
123,214.6936,,DPDK,0.821101,0.205275,0.975301,0.00382452,0,0,0,0
124,215.1798,,DPDK,0.821104,0.205276,0.975301,0.0038159,0,0,0,0
125,164.7841,,DPDK,0.820741,0.205185,0.975255,0.0049807,0,0,0,0
126,175.8148,,DPDK,0.820831,0.205208,0.975258,0.00466872,0,0,0,0
127,189.4203,,DPDK,0.820932,0.205233,0.975276,0.00433391,0,0,0,0
128,169.7101,,DPDK,0.820783,0.205196,0.975257,0.00483638,0,0,0,0
129,187.6143,,DPDK,0.820919,0.20523,0.975278,0.00437556,0,0,0,0
130,187.9461,,DPDK,0.820921,0.20523,0.975276,0.00436785,0,0,0,0
131,165.2744,,DPDK,0.820745,0.205186,0.975252,0.00496595,0,0,0,0
132,216.0363,,DPDK,0.82111,0.205277,0.975303,0.00380079,0,0,0,0
133,231.2189,,DPDK,0.821202,0.2053,0.975317,0.00355162,0,0,0,0
134,224.0286,,DPDK,0.821159,0.20529,0.97531,0.00366542,0,0,0,0
135,276.9538,,DPDK,0.821442,0.205361,0.975135,0.00296599,0,0,0,0
136,299.0991,,DPDK,0.821536,0.205384,0.974973,0.0027467,0,0,0,0
137,290.775,,DPDK,0.821502,0.205375,0.975031,0.00282521,0,0,0,0
138,319.2891,,DPDK,0.821615,0.205404,0.97483,0.00257326,0,0,0,0
139,306.7967,,DPDK,0.821567,0.205392,0.974916,0.00267789,0,0,0,0
140,328.6642,,DPDK,0.821651,0.205413,0.974769,0.00249997,0,0,0,0
141,265.4052,,DPDK,0.821388,0.205347,0.975201,0.00309485,0,0,0,0
142,239.5913,,DPDK,0.82125,0.205312,0.975322,0.00342771,0,0,0,0
143,241.273,,DPDK,0.821259,0.205315,0.975323,0.00340386,0,0,0,0
144,194.8154,,DPDK,0.82097,0.205242,0.97528,0.00421409,0,0,0,0
145,155.0422,,DPDK,0.820653,0.205163,0.975243,0.00529309,0,0,0,0
146,162.7119,,DPDK,0.820723,0.205181,0.975251,0.00504402,0,0,0,0
147,150.3839,,DPDK,0.820609,0.205152,0.975239,0.00545676,0,0,0,0
148,140.6484,,DPDK,0.820504,0.205126,0.975194,0.00583372,0,0,0,0
149,135.4528,,DPDK,0.820441,0.20511,0.975152,0.00605702,0,0,0,0
150,119.3241,,DPDK,0.820192,0.205048,0.974997,0.00687365,0,0,0,0
151,83.3117,,DPDK,0.819572,0.204893,0.97472,0.00983742,0,0,0,0
152,80.4055,,1xOAI,0.723279,0.18082,0.93115,0.00899539,0,1,0,0
153,74.4896,,1xOAI,0.671691,0.167923,0.932805,0.00901724,0,0,0,0
154,54.7622,,1xOAI,0.505404,0.126351,0.935271,0.00922906,0,0,0,0
155,59.223,,1xOAI,0.54731,0.136827,0.935656,0.0092415,0,0,0,0
156,53.6189,,1xOAI,0.49349,0.123373,0.935157,0.00920366,0,0,0,0
157,55.0654,,1xOAI,0.508502,0.127126,0.935299,0.00923451,0,0,0,0
158,50.9517,,1xOAI,0.464686,0.116171,0.934869,0.00912013,0,0,0,0
159,49.9097,,1xOAI,0.452664,0.113166,0.934722,0.00906965,0,0,0,0
160,33.6896,,1xOAI,0.268096,0.067024,0.929744,0.00795782,0,0,0,0
161,36.1306,,1xOAI,0.302328,0.075582,0.931263,0.00836763,0,0,0,0
162,94.3141,,1xOAI,0.854276,0.213569,0.927872,0.00905778,0,0,0,0
163,69.6796,,1xOAI,0.636448,0.159112,0.934053,0.00913391,0,0,0,0
164,40.3556,,1xOAI,0.322544,0.080636,0.933259,0.00799256,0,0,0,0
165,47.7962,,1xOAI,0.425722,0.106431,0.934417,0.00890703,0,0,0,0
166,29.732,,1xOAI,0.227615,0.056904,0.927046,0.00765553,0,0,0,0
167,27.3872,,1xOAI,0.228323,0.057081,0.925344,0.00833685,0,0,0,0
168,23.442,,1xOAI,0.225225,0.056306,0.921925,0.00960776,0,0,0,0
169,22.6979,,1xOAI,0.217354,0.054338,0.92119,0.00957594,0,0,0,0
170,38.3465,,1xOAI,0.309543,0.077386,0.932594,0.00807228,0,0,0,0
171,26.6348,,1xOAI,0.236428,0.059107,0.924786,0.00887668,0,0,0,0
172,28.0002,,1xOAI,0.225217,0.056304,0.925804,0.00804339,0,0,0,0
173,46.2569,,1xOAI,0.405092,0.101273,0.934176,0.00875744,0,0,0,0
174,47.4517,,1xOAI,0.421231,0.105308,0.934366,0.00887705,0,0,0,0
175,85.0479,,1xOAI,0.768497,0.192124,0.929952,0.00903605,0,0,0,0
176,85.5247,,1xOAI,0.773249,0.193312,0.929839,0.00904124,0,0,0,0
177,68.7847,,1xOAI,0.62957,0.157392,0.934296,0.00915275,0,0,0,0
178,87.4398,,1xOAI,0.791659,0.197915,0.929365,0.00905376,0,0,0,0
179,85.9296,,1xOAI,0.777121,0.19428,0.929734,0.00904369,0,0,0,0
180,89.0544,,1xOAI,0.806758,0.201689,0.928972,0.00905916,0,0,0,0
181,105.4352,,1xOAI,0.961178,0.240294,0.925834,0.00911629,0,0,0,0
182,79.1319,,1xOAI,0.711447,0.177862,0.93149,0.00899065,0,0,0,0
183,54.2197,,1xOAI,0.499774,0.124944,0.935226,0.00921759,0,0,0,0
184,61.1738,,1xOAI,0.564223,0.141056,0.935789,0.00922329,0,0,0,0
185,70.5582,,1xOAI,0.643011,0.160753,0.933827,0.0091132,0,0,0,0
186,66.0616,,1xOAI,0.608037,0.152009,0.935047,0.00920408,0,0,0,0
187,60.384,,1xOAI,0.557276,0.139319,0.935737,0.00922886,0,0,0,0
188,75.4912,,1xOAI,0.679186,0.169796,0.93251,0.00899689,0,0,0,0
189,69.3443,,1xOAI,0.633867,0.158467,0.934148,0.00914088,0,0,0,0
190,60.485,,1xOAI,0.558134,0.139534,0.935743,0.00922765,0,0,0,0
191,85.607,,1xOAI,0.774092,0.193523,0.929801,0.00904239,0,0,0,0
192,99.1235,,1xOAI,0.899518,0.224879,0.92696,0.00907472,0,0,0,0
193,96.5079,,1xOAI,0.874396,0.218599,0.927456,0.00906035,0,0,0,0
194,136.6252,,DPDK,0.820456,0.205114,0.975158,0.00600516,0,1,0,0
195,165.2575,,DPDK,0.820745,0.205186,0.975257,0.00496646,0,0,0,1
196,201.2012,,DPDK,0.821013,0.205253,0.975288,0.00408056,0,0,0,0
197,186.8416,,DPDK,0.820913,0.205228,0.975274,0.00439363,0,0,0,0
198,184.8816,,DPDK,0.820899,0.205225,0.975269,0.00444013,0,0,0,0
199,196.5148,,DPDK,0.820981,0.205245,0.975284,0.00417771,0,0,0,0
200,166.4016,,DPDK,0.820755,0.205189,0.975255,0.00493237,0,0,0,0
201,159.7488,,DPDK,0.820696,0.205174,0.975252,0.00513742,0,0,0,0
202,142.1477,,DPDK,0.82052,0.20513,0.975206,0.00577231,0,0,0,0
203,154.7196,,DPDK,0.82065,0.205162,0.975248,0.00530411,0,0,0,0
204,121.4509,,DPDK,0.820229,0.205057,0.975017,0.00675359,0,0,0,0
205,97.3637,,DPDK,0.819769,0.204942,0.974881,0.00841966,0,0,0,0
206,93.2971,,DPDK,0.819687,0.204922,0.974838,0.00878577,0,0,0,0
207,114.2983,,DPDK,0.820102,0.205026,0.974995,0.0071751,0,0,0,0
208,100.2348,,DPDK,0.819829,0.204957,0.974914,0.00817908,0,0,0,0
209,122.0044,,DPDK,0.820239,0.20506,0.975027,0.00672303,0,0,0,0
210,131.6181,,DPDK,0.820392,0.205098,0.97512,0.00623312,0,0,0,0
211,116.9332,,DPDK,0.82015,0.205037,0.974996,0.00701383,0,0,0,0
212,118.6201,,DPDK,0.82018,0.205045,0.974995,0.00691434,0,0,0,0
213,135.9923,,DPDK,0.820448,0.205112,0.975157,0.00603305,0,0,0,0
214,147.0607,,DPDK,0.820574,0.205143,0.97524,0.00557983,0,0,0,0
215,138.8869,,DPDK,0.820484,0.205121,0.975177,0.00590757,0,0,0,0
216,133.8758,,DPDK,0.820421,0.205105,0.975138,0.00612823,0,0,0,0
217,152.9969,,DPDK,0.820634,0.205158,0.975242,0.00536373,0,0,0,0
218,156.4288,,DPDK,0.820666,0.205166,0.975246,0.00524626,0,0,0,0
219,169.4836,,DPDK,0.820781,0.205195,0.975257,0.00484284,0,0,0,0
220,163.7515,,DPDK,0.820732,0.205183,0.975252,0.00501206,0,0,0,0
221,158.6595,,DPDK,0.820686,0.205172,0.975248,0.00517263,0,0,0,0
222,137.433,,DPDK,0.820466,0.205116,0.975168,0.00596993,0,0,0,0
223,152.3701,,DPDK,0.820628,0.205157,0.97524,0.00538575,0,0,0,0
224,127.0126,,DPDK,0.820325,0.205081,0.975075,0.00645861,0,0,0,0
225,152.8206,,DPDK,0.820632,0.205158,0.975242,0.00536991,0,0,0,0
226,176.777,,DPDK,0.820838,0.20521,0.975261,0.00464335,0,0,0,0
227,192.8659,,DPDK,0.820956,0.205239,0.97528,0.00425661,0,0,0,0
228,183.4236,,DPDK,0.820888,0.205222,0.975269,0.00447537,0,0,0,0
229,184.9905,,DPDK,0.8209,0.205225,0.975271,0.00443752,0,0,0,0
230,187.2128,,DPDK,0.820916,0.205229,0.975276,0.00438493,0,0,0,0
231,159.4889,,DPDK,0.820694,0.205173,0.97525,0.00514577,0,0,0,0
232,171.9913,,DPDK,0.820801,0.2052,0.97526,0.00477234,0,0,0,0
233,194.1383,,DPDK,0.820965,0.205241,0.975278,0.00422876,0,0,0,0
234,228.2632,,DPDK,0.821184,0.205296,0.975311,0.00359753,0,0,0,0
235,241.5105,,DPDK,0.821261,0.205315,0.975326,0.00340052,0,0,0,0
236,244.6593,,DPDK,0.821278,0.20532,0.975309,0.00335682,0,0,0,0
237,249.5854,,DPDK,0.821305,0.205326,0.975279,0.00329068,0,0,0,0
238,247.2396,,DPDK,0.821292,0.205323,0.975295,0.00332185,0,0,0,0
239,265.0201,,DPDK,0.821386,0.205347,0.9752,0.00309934,0,0,0,0
240,240.3234,,DPDK,0.821254,0.205313,0.975323,0.00341729,0,0,0,0
241,158.5498,,DPDK,0.820685,0.205171,0.975247,0.0051762,0,0,0,0
242,155.0357,,DPDK,0.820653,0.205163,0.975247,0.00529331,0,0,0,0
243,144.847,,DPDK,0.82055,0.205137,0.975231,0.00566494,0,0,0,0
244,138.5144,,DPDK,0.820479,0.20512,0.975174,0.00592342,0,0,0,0
245,132.9855,,DPDK,0.82041,0.205102,0.975128,0.00616917,0,0,0,0
246,156.1044,,DPDK,0.820663,0.205166,0.975245,0.00525714,0,0,0,0
247,143.2506,,DPDK,0.820533,0.205133,0.975214,0.00572795,0,0,0,0
248,110.403,,DPDK,0.82003,0.205008,0.974996,0.00742761,0,0,0,0
249,97.3126,,DPDK,0.819768,0.204942,0.974881,0.00842407,0,0,0,0
250,86.719,,DPDK,0.819609,0.204902,0.974764,0.00945131,0,0,0,0
251,83.897,,1xOAI,0.756883,0.189221,0.930244,0.00902157,0,1,0,0
252,73.6291,,1xOAI,0.665534,0.166383,0.933032,0.00903901,0,0,0,0
253,70.74,,1xOAI,0.644341,0.161085,0.933773,0.00910858,0,0,0,0
254,68.293,,1xOAI,0.625831,0.156458,0.93444,0.00916392,0,0,0,0
255,68.8513,,1xOAI,0.630102,0.157525,0.934271,0.00915163,0,0,0,0
256,62.6963,,1xOAI,0.578755,0.144689,0.935906,0.00923108,0,0,0,0
257,50.4076,,1xOAI,0.458678,0.114669,0.934794,0.00909939,0,0,0,0
258,43.2897,,1xOAI,0.363359,0.09084,0.933706,0.00839368,0,0,0,0
259,53.2771,,1xOAI,0.489884,0.122471,0.935118,0.00919502,0,0,0,0
260,35.4239,,1xOAI,0.294768,0.073692,0.930838,0.00832116,0,0,0,0
261,47.4561,,1xOAI,0.421252,0.105313,0.934364,0.00887667,0,0,0,0
262,37.7202,,1xOAI,0.309145,0.077286,0.932216,0.00819575,0,0,0,0
263,21.8436,,1xOAI,0.208024,0.052006,0.920612,0.00952335,0,0,0,0
264,25.4533,,1xOAI,0.248161,0.06204,0.923783,0.00974966,0,0,0,0
265,17.1993,,1xOAI,0.185395,0.046349,0.921249,0.01077922,0,0,0,0
266,16.1957,,1xOAI,0.175548,0.043887,0.920836,0.01083918,0,0,0,0
267,21.9655,,1xOAI,0.209392,0.052348,0.92057,0.00953279,0,0,0,0
268,12.9416,,1xOAI,0.139238,0.034809,0.91819,0.01075889,0,0,0,0
269,10.3884,,1xOAI,0.107759,0.02694,0.91562,0.01037301,0,0,0,0
270,22.7167,,1xOAI,0.217609,0.054402,0.921212,0.00957925,0,0,0,0
271,17.237,,1xOAI,0.185778,0.046445,0.921265,0.0107779,0,0,0,0
272,22.0827,,1xOAI,0.210718,0.052679,0.920566,0.00954219,0,0,0,0
273,30.2788,,1xOAI,0.228561,0.05714,0.927424,0.00754856,0,0,0,0
274,40.8504,,1xOAI,0.329637,0.082409,0.933348,0.00806937,0,0,0,0
275,46.8652,,1xOAI,0.413322,0.103331,0.93428,0.0088194,0,0,0,0
276,45.9339,,1xOAI,0.40069,0.100173,0.934121,0.00872319,0,0,0,0
277,62.4067,,1xOAI,0.57616,0.14404,0.935879,0.00923234,0,0,0,0
278,67.5277,,1xOAI,0.619841,0.15496,0.93464,0.00917906,0,0,0,0
279,61.4025,,1xOAI,0.566428,0.141607,0.935804,0.00922484,0,0,0,0
280,59.7794,,1xOAI,0.552097,0.138024,0.935699,0.00923556,0,0,0,0
281,77.6492,,1xOAI,0.697489,0.174372,0.931909,0.00898256,0,0,0,0
282,88.1261,,1xOAI,0.798186,0.199546,0.929186,0.00905732,0,0,0,0
283,98.4357,,1xOAI,0.892799,0.2232,0.92708,0.00906988,0,0,0,0
284,92.4078,,1xOAI,0.836962,0.209241,0.928241,0.00905727,0,0,0,0
285,113.1638,,DPDK,0.820082,0.20502,0.974997,0.00724686,0,1,0,0
286,107.783,,DPDK,0.81998,0.204995,0.974988,0.00760769,0,0,0,1
287,117.4906,,DPDK,0.82016,0.20504,0.974997,0.00698064,0,0,0,1
288,113.3046,,DPDK,0.820084,0.205021,0.974999,0.00723787,0,0,0,1
289,132.8896,,2xOAI,1.22227,0.305568,0.934929,0.00919763,0,1,0,0
290,126.8769,,2xOAI,1.170745,0.292686,0.935794,0.00922741,0,0,0,0
291,135.3872,,2xOAI,1.24218,0.310545,0.934593,0.00917502,0,0,0,1
292,125.7434,,2xOAI,1.16067,0.290167,0.935909,0.00923047,0,0,0,1
293,119.951,,DPDK,0.820203,0.205051,0.975001,0.00683781,0,1,0,0
294,132.6462,,DPDK,0.820405,0.205101,0.975125,0.00618491,0,0,0,0
295,141.3179,,DPDK,0.820511,0.205128,0.975199,0.00580614,0,0,0,0
296,166.4523,,DPDK,0.820755,0.205189,0.975256,0.00493087,0,0,0,0
297,169.0553,,DPDK,0.820778,0.205194,0.975257,0.00485508,0,0,0,0
298,135.5106,,DPDK,0.820442,0.20511,0.975151,0.00605445,0,0,0,0
299,146.215,,DPDK,0.820565,0.205141,0.975236,0.00561204,0,0,0,0
300,133.9423,,DPDK,0.820422,0.205105,0.975138,0.00612519,0,0,0,0
301,151.4345,,DPDK,0.820619,0.205155,0.975242,0.00541897,0,0,0,0
302,163.9944,,DPDK,0.820734,0.205183,0.975252,0.00500464,0,0,0,0
303,168.7374,,DPDK,0.820775,0.205194,0.975255,0.00486421,0,0,0,0
304,155.9897,,DPDK,0.820662,0.205165,0.975246,0.005261,0,0,0,0
305,168.2169,,DPDK,0.820771,0.205193,0.975255,0.00487924,0,0,0,0
306,144.5638,,DPDK,0.820547,0.205137,0.975227,0.00567602,0,0,0,0
307,158.9335,,DPDK,0.820689,0.205172,0.975247,0.00516372,0,0,0,0
308,181.4979,,DPDK,0.820874,0.205218,0.97527,0.00452277,0,0,0,0
309,171.8196,,DPDK,0.8208,0.2052,0.975257,0.0047771,0,0,0,0
310,139.8532,,DPDK,0.820495,0.205124,0.975186,0.00586683,0,0,0,0
311,151.7957,,DPDK,0.820622,0.205156,0.975243,0.0054061,0,0,0,0
312,169.1207,,DPDK,0.820778,0.205195,0.975256,0.00485321,0,0,0,0
313,163.7663,,DPDK,0.820732,0.205183,0.975252,0.00501161,0,0,0,0
314,177.694,,DPDK,0.820845,0.205211,0.975263,0.00461943,0,0,0,0
315,156.9007,,DPDK,0.82067,0.205168,0.975249,0.00523051,0,0,0,0
316,153.4555,,DPDK,0.820638,0.20516,0.975243,0.00534773,0,0,0,0
317,162.8878,,DPDK,0.820724,0.205181,0.97525,0.00503858,0,0,0,0
318,161.657,,DPDK,0.820713,0.205178,0.975252,0.00507688,0,0,0,0
319,152.3064,,DPDK,0.820627,0.205157,0.975244,0.005388,0,0,0,0
320,135.8199,,DPDK,0.820446,0.205111,0.975154,0.00604069,0,0,0,0
321,134.0224,,DPDK,0.820423,0.205106,0.97514,0.00612153,0,0,0,0
322,150.137,,DPDK,0.820606,0.205152,0.975239,0.00546571,0,0,0,0
323,149.373,,DPDK,0.820598,0.20515,0.97524,0.00549362,0,0,0,0
324,198.9687,,DPDK,0.820998,0.20525,0.975286,0.00412627,0,0,0,0
325,193.4003,,DPDK,0.82096,0.20524,0.975283,0.00424487,0,0,0,0
