t,power,traffic,sec,controller,load_bin,load_bin_label
0,1.590859055519104,160.6437530517578,0.009903024707139064,Feed-forward PPO,"(160.0, 240.0]","(160, 240]"
1,1.5139893293380735,175.68780517578125,0.008617498111626353,Feed-forward PPO,"(160.0, 240.0]","(160, 240]"
2,1.4400763511657717,167.81863403320312,0.008581146899818353,Feed-forward PPO,"(160.0, 240.0]","(160, 240]"
3,0.8206891417503357,160.0994415283203,0.005126121202647433,Feed-forward PPO,"(160.0, 240.0]","(160, 240]"
4,0.8208350539207458,158.98829650878906,0.005162864638123657,Feed-forward PPO,"(80.0, 160.0]","(80, 160]"
5,0.8206606507301331,176.3783721923828,0.004652841731836635,Feed-forward PPO,"(160.0, 240.0]","(160, 240]"
6,0.8206168413162231,155.8834228515625,0.005264298321814773,Feed-forward PPO,"(80.0, 160.0]","(80, 160]"
7,0.8209586143493652,151.2222137451172,0.005428822882682295,Feed-forward PPO,"(80.0, 160.0]","(80, 160]"
8,0.8207944631576538,193.24801635742188,0.004247362941307265,Feed-forward PPO,"(160.0, 240.0]","(160, 240]"
9,0.8213800191879272,171.16561889648438,0.004798744189887061,Feed-forward PPO,"(160.0, 240.0]","(160, 240]"
10,0.8210428357124329,263.7792663574219,0.0031126132354918176,Feed-forward PPO,"(240.0, 320.0]","(240, 320]"
11,0.821078360080719,205.6524810791016,0.003992552658603237,Feed-forward PPO,"(160.0, 240.0]","(160, 240]"
12,0.8211866021156311,211.1239013671875,0.003889595620381324,Feed-forward PPO,"(160.0, 240.0]","(160, 240]"
13,0.8214457631111145,228.6915435791016,0.003591937639036428,Feed-forward PPO,"(160.0, 240.0]","(160, 240]"
14,0.8211996555328369,277.73150634765625,0.0029568112971125535,Feed-forward PPO,"(240.0, 320.0]","(240, 320]"
15,0.8211184740066528,230.9044647216797,0.003556096132642505,Feed-forward PPO,"(160.0, 240.0]","(160, 240]"
16,0.8209959864616394,217.4733123779297,0.0037751574089003406,Feed-forward PPO,"(160.0, 240.0]","(160, 240]"
17,0.8211719989776611,198.65396118164065,0.004133680466742955,Feed-forward PPO,"(160.0, 240.0]","(160, 240]"
18,0.8212147951126099,226.23712158203125,0.00362988526980019,Feed-forward PPO,"(160.0, 240.0]","(160, 240]"
19,0.8209925293922424,233.5007476806641,0.0035160167046447014,Feed-forward PPO,"(160.0, 240.0]","(160, 240]"
20,0.8209382891654968,198.1498107910156,0.004143018284439964,Feed-forward PPO,"(160.0, 240.0]","(160, 240]"
21,0.8210228681564331,190.3638458251953,0.0043129138550308055,Feed-forward PPO,"(160.0, 240.0]","(160, 240]"
22,0.821037769317627,202.6382293701172,0.004051741726473575,Feed-forward PPO,"(160.0, 240.0]","(160, 240]"
23,0.8211585879325867,204.8867034912109,0.004007866659672291,Feed-forward PPO,"(160.0, 240.0]","(160, 240]"
24,0.821047306060791,224.0075836181641,0.0036652656700244626,Feed-forward PPO,"(160.0, 240.0]","(160, 240]"
25,0.8211355209350586,206.3332672119141,0.003979656465632918,Feed-forward PPO,"(160.0, 240.0]","(160, 240]"
26,0.8211109638214111,220.22344970703125,0.003728535562011019,Feed-forward PPO,"(160.0, 240.0]","(160, 240]"
27,0.821194589138031,216.26312255859372,0.0037972012029722675,Feed-forward PPO,"(160.0, 240.0]","(160, 240]"
28,0.8212161064147949,230.0411529541016,0.0035698660690448116,Feed-forward PPO,"(160.0, 240.0]","(160, 240]"
29,0.8211367726325989,233.7275848388672,0.003513221484741282,Feed-forward PPO,"(160.0, 240.0]","(160, 240]"
30,0.8211234211921692,220.42495727539065,0.0037251835333976654,Feed-forward PPO,"(160.0, 240.0]","(160, 240]"
31,0.8210693001747131,218.26634216308597,0.0037617769741210036,Feed-forward PPO,"(160.0, 240.0]","(160, 240]"
32,0.82126784324646,209.71397399902344,0.003916133138797343,Feed-forward PPO,"(160.0, 240.0]","(160, 240]"
33,0.8212223649024963,242.8209991455078,0.0033820071896269064,Feed-forward PPO,"(240.0, 320.0]","(240, 320]"
34,0.821312665939331,234.80870056152344,0.0034977948601360906,Feed-forward PPO,"(160.0, 240.0]","(160, 240]"
35,0.821315586566925,250.99388122558597,0.003272253421304524,Feed-forward PPO,"(240.0, 320.0]","(240, 320]"
36,0.8214139938354492,251.533203125,0.0032656284881294405,Feed-forward PPO,"(240.0, 320.0]","(240, 320]"
37,0.8216312527656555,270.5760803222656,0.003036599731162724,Feed-forward PPO,"(240.0, 320.0]","(240, 320]"
38,0.8217755556106567,323.4707946777344,0.0025404938224156235,Feed-forward PPO,"(320.0, 400.0]","(320, 400]"
39,0.8216659426689148,364.17913818359375,0.0022562136501478786,Feed-forward PPO,"(320.0, 400.0]","(320, 400]"
40,0.8217807412147522,332.8104858398437,0.002469215292724318,Feed-forward PPO,"(320.0, 400.0]","(320, 400]"
41,0.8215503692626953,365.72552490234375,0.0022463577555382995,Feed-forward PPO,"(320.0, 400.0]","(320, 400]"
42,0.8216627836227417,302.66680908203125,0.0027147436024280015,Feed-forward PPO,"(240.0, 320.0]","(240, 320]"
43,0.8216778635978699,331.9556579589844,0.0024752639212415363,Feed-forward PPO,"(320.0, 400.0]","(320, 400]"
44,0.8215766549110413,336.0888366699219,0.0024445222966983714,Feed-forward PPO,"(320.0, 400.0]","(320, 400]"
45,0.8215200304985046,309.2767333984375,0.002656261987351471,Feed-forward PPO,"(240.0, 320.0]","(240, 320]"
46,0.8214367032051086,295.2187194824219,0.0027824682142286008,Feed-forward PPO,"(240.0, 320.0]","(240, 320]"
47,0.8212745189666748,275.6679992675781,0.0029792160176325064,Feed-forward PPO,"(240.0, 320.0]","(240, 320]"
48,0.8207030296325684,244.02870178222656,0.003363141399510338,Feed-forward PPO,"(240.0, 320.0]","(240, 320]"
49,0.8207046985626221,160.5314483642578,0.005112423185146763,Feed-forward PPO,"(160.0, 240.0]","(160, 240]"
50,0.8206716179847717,160.71133422851562,0.005106494958332297,Feed-forward PPO,"(160.0, 240.0]","(160, 240]"
51,0.8206453919410706,157.07009887695312,0.005224707934919902,Feed-forward PPO,"(80.0, 160.0]","(80, 160]"
52,0.8204581141471863,154.24400329589844,0.005319222119599922,Feed-forward PPO,"(80.0, 160.0]","(80, 160]"
53,0.8203153610229492,136.81112670898438,0.005995969631679666,Feed-forward PPO,"(80.0, 160.0]","(80, 160]"
54,0.819787323474884,126.43498229980467,0.0064838647387239,Feed-forward PPO,"(80.0, 160.0]","(80, 160]"
55,0.8195781707763672,98.24469757080078,0.008342212771185254,Feed-forward PPO,"(80.0, 160.0]","(80, 160]"
56,0.7723179459571838,83.8802261352539,0.009207389888432685,Feed-forward PPO,"(80.0, 160.0]","(80, 160]"
57,0.60445636510849,85.43559265136719,0.007074994698931455,Feed-forward PPO,"(80.0, 160.0]","(80, 160]"
58,0.5740041136741638,65.63836669921875,0.008744948153638256,Feed-forward PPO,"(-0.001, 80.0]","[0, 80]"
59,0.5714084506034851,62.17499923706055,0.009190325011904248,Feed-forward PPO,"(-0.001, 80.0]","[0, 80]"
60,0.6001120209693909,61.91144561767578,0.009693070723550643,Feed-forward PPO,"(-0.001, 80.0]","[0, 80]"
61,0.3097977638244629,65.12913513183594,0.00475666939530769,Feed-forward PPO,"(-0.001, 80.0]","[0, 80]"
62,0.3234890699386596,38.7056884765625,0.008357662211190026,Feed-forward PPO,"(-0.001, 80.0]","[0, 80]"
63,0.2311159372329712,40.42182922363281,0.005717602139040461,Feed-forward PPO,"(-0.001, 80.0]","[0, 80]"
64,0.2281011343002319,30.927318572998047,0.007375393174220475,Feed-forward PPO,"(-0.001, 80.0]","[0, 80]"
65,0.2360293865203857,30.07522773742676,0.00784796672467626,Feed-forward PPO,"(-0.001, 80.0]","[0, 80]"
66,0.2478348016738891,24.107799530029297,0.010280274703843446,Feed-forward PPO,"(-0.001, 80.0]","[0, 80]"
67,0.1999144554138183,24.730207443237305,0.008083816355874794,Feed-forward PPO,"(-0.001, 80.0]","[0, 80]"
68,0.2216492891311645,21.12433242797852,0.010492605618987369,Feed-forward PPO,"(-0.001, 80.0]","[0, 80]"
69,0.2486070394515991,23.100521087646484,0.010761966732626964,Feed-forward PPO,"(-0.001, 80.0]","[0, 80]"
70,0.3460928201675415,32.19617462158203,0.010749501275705762,Feed-forward PPO,"(-0.001, 80.0]","[0, 80]"
71,0.310145616531372,42.09807586669922,0.0073672159628726894,Feed-forward PPO,"(-0.001, 80.0]","[0, 80]"
72,0.2307456731796264,39.22251129150391,0.005882990802519287,Feed-forward PPO,"(-0.001, 80.0]","[0, 80]"
73,0.281959056854248,27.16486549377441,0.010379549161355752,Feed-forward PPO,"(-0.001, 80.0]","[0, 80]"
74,0.2441434860229492,34.475303649902344,0.007081692115092966,Feed-forward PPO,"(-0.001, 80.0]","[0, 80]"
75,0.2273650169372558,25.935060501098636,0.008766704705686898,Feed-forward PPO,"(-0.001, 80.0]","[0, 80]"
76,0.4283927083015442,29.580711364746094,0.014482163833696611,Feed-forward PPO,"(-0.001, 80.0]","[0, 80]"
77,0.5857419967651367,47.99835968017578,0.012203375295907436,Feed-forward PPO,"(-0.001, 80.0]","[0, 80]"
78,0.7764146327972412,70.49388122558594,0.011013929426195923,Feed-forward PPO,"(-0.001, 80.0]","[0, 80]"
79,0.6782410144805908,90.06549072265625,0.007530531494789016,Feed-forward PPO,"(80.0, 160.0]","(80, 160]"
80,0.8700119256973267,83.12713623046875,0.010466039913671892,Feed-forward PPO,"(80.0, 160.0]","(80, 160]"
81,0.6419320106506348,97.02323150634766,0.00661627118252227,Feed-forward PPO,"(80.0, 160.0]","(80, 160]"
82,0.8725898265838623,80.49644470214844,0.010840103930212126,Feed-forward PPO,"(80.0, 160.0]","(80, 160]"
83,0.8130359649658203,97.22684478759766,0.008362258044493613,Feed-forward PPO,"(80.0, 160.0]","(80, 160]"
84,0.9300614595413208,92.72699737548828,0.010030104347875454,Feed-forward PPO,"(80.0, 160.0]","(80, 160]"
85,1.102103352546692,101.9574966430664,0.010809439117605485,Feed-forward PPO,"(80.0, 160.0]","(80, 160]"
86,0.7573063373565674,119.3082275390625,0.00634747789802358,Feed-forward PPO,"(80.0, 160.0]","(80, 160]"
87,0.5685789585113525,88.71131134033203,0.006409317480721895,Feed-forward PPO,"(80.0, 160.0]","(80, 160]"
88,0.6824901103973389,69.21646881103516,0.009860227228010941,Feed-forward PPO,"(-0.001, 80.0]","[0, 80]"
89,0.6203701496124268,83.45687866210938,0.007433421421427827,Feed-forward PPO,"(80.0, 160.0]","(80, 160]"
90,0.7561841011047363,78.56983184814453,0.009624356872320251,Feed-forward PPO,"(-0.001, 80.0]","[0, 80]"
91,0.6181678771972656,88.63238525390625,0.006974514737772121,Feed-forward PPO,"(80.0, 160.0]","(80, 160]"
92,0.618549108505249,75.12908935546875,0.008233150618645478,Feed-forward PPO,"(-0.001, 80.0]","[0, 80]"
93,0.6525540351867676,75.8048324584961,0.008608343479210873,Feed-forward PPO,"(-0.001, 80.0]","[0, 80]"
94,0.8513120412826538,81.22835540771484,0.010480478608850409,Feed-forward PPO,"(80.0, 160.0]","(80, 160]"
95,0.895841121673584,95.57491302490234,0.009373182703709808,Feed-forward PPO,"(80.0, 160.0]","(80, 160]"
96,0.8091108798980713,99.05850982666016,0.008168009808686936,Feed-forward PPO,"(80.0, 160.0]","(80, 160]"
97,0.8205490708351135,92.4367218017578,0.008876873333899535,Feed-forward PPO,"(80.0, 160.0]","(80, 160]"
98,0.8208091855049133,144.76991271972656,0.005669749812545605,Feed-forward PPO,"(80.0, 160.0]","(80, 160]"
99,0.8208896517753601,173.03965759277344,0.004743939413629783,Feed-forward PPO,"(160.0, 240.0]","(160, 240]"
100,0.8210375308990479,183.64317321777344,0.004470830668589132,Feed-forward PPO,"(160.0, 240.0]","(160, 240]"
101,0.8212706446647644,204.8489990234375,0.0040091513679830085,Feed-forward PPO,"(160.0, 240.0]","(160, 240]"
102,0.8210391998291016,243.32659912109372,0.0033742270791386184,Feed-forward PPO,"(240.0, 320.0]","(240, 320]"
103,0.8208702802658081,205.1043701171875,0.004002207655530691,Feed-forward PPO,"(160.0, 240.0]","(160, 240]"
104,0.8205929398536682,181.0352020263672,0.004532781087150948,Feed-forward PPO,"(160.0, 240.0]","(160, 240]"
105,0.8205466270446777,148.88189697265625,0.005511392880730019,Feed-forward PPO,"(80.0, 160.0]","(80, 160]"
106,0.8206658363342285,144.54718017578125,0.005677494609969087,Feed-forward PPO,"(80.0, 160.0]","(80, 160]"
107,0.8204479813575745,156.44606018066406,0.005244286627672953,Feed-forward PPO,"(80.0, 160.0]","(80, 160]"
108,0.8203816413879395,136.0037384033203,0.006032052140766089,Feed-forward PPO,"(80.0, 160.0]","(80, 160]"
109,0.8199811577796936,130.83181762695312,0.006267444515047129,Feed-forward PPO,"(80.0, 160.0]","(80, 160]"
110,0.8198498487472534,107.83934020996094,0.007602511728567914,Feed-forward PPO,"(80.0, 160.0]","(80, 160]"
111,0.8200137615203857,101.242431640625,0.008099506780231691,Feed-forward PPO,"(80.0, 160.0]","(80, 160]"
112,0.819935142993927,109.5398178100586,0.0074852702824071676,Feed-forward PPO,"(80.0, 160.0]","(80, 160]"
113,0.8201082348823547,105.47917175292967,0.00777507275847164,Feed-forward PPO,"(80.0, 160.0]","(80, 160]"
114,0.8200592994689941,114.6247787475586,0.007154293412203953,Feed-forward PPO,"(80.0, 160.0]","(80, 160]"
115,0.8203130960464478,111.96395111083984,0.007326582242836094,Feed-forward PPO,"(80.0, 160.0]","(80, 160]"
116,0.8201966881752014,126.2999267578125,0.006494039301764415,Feed-forward PPO,"(80.0, 160.0]","(80, 160]"
117,0.8206387758255005,119.59820556640624,0.006861631175309277,Feed-forward PPO,"(80.0, 160.0]","(80, 160]"
118,0.8207694888114929,153.53518676757812,0.005345807082346377,Feed-forward PPO,"(80.0, 160.0]","(80, 160]"
119,0.8204960823059082,168.0965118408203,0.004881101180034482,Feed-forward PPO,"(160.0, 240.0]","(160, 240]"
120,0.8208366632461548,139.9558563232422,0.005864968317941263,Feed-forward PPO,"(80.0, 160.0]","(80, 160]"
121,0.820704996585846,176.59170532226562,0.004647471947157006,Feed-forward PPO,"(160.0, 240.0]","(160, 240]"
122,0.8211010694503784,160.74717712402344,0.005108027923979425,Feed-forward PPO,"(160.0, 240.0]","(160, 240]"
123,0.8211041688919067,214.6936492919922,0.003824538693155154,Feed-forward PPO,"(160.0, 240.0]","(160, 240]"
124,0.820740818977356,215.1798248291016,0.00381420897442034,Feed-forward PPO,"(160.0, 240.0]","(160, 240]"
125,0.8208307027816772,164.7841339111328,0.004981248396307055,Feed-forward PPO,"(160.0, 240.0]","(160, 240]"
126,0.8209315538406372,175.8147735595703,0.004669297904948163,Feed-forward PPO,"(160.0, 240.0]","(160, 240]"
127,0.8207828998565674,189.42034912109372,0.004333129485110666,Feed-forward PPO,"(160.0, 240.0]","(160, 240]"
128,0.8209185600280762,169.7100830078125,0.004837182007566903,Feed-forward PPO,"(160.0, 240.0]","(160, 240]"
129,0.820921003818512,187.6143341064453,0.004375577205911955,Feed-forward PPO,"(160.0, 240.0]","(160, 240]"
130,0.820745050907135,187.94610595703125,0.00436691703043199,Feed-forward PPO,"(160.0, 240.0]","(160, 240]"
131,0.8211095333099365,165.27438354492188,0.004968159709316099,Feed-forward PPO,"(160.0, 240.0]","(160, 240]"
132,0.821201503276825,216.0363311767578,0.003801219446764858,Feed-forward PPO,"(160.0, 240.0]","(160, 240]"
133,0.8211587071418762,231.2188873291016,0.003551434385950891,Feed-forward PPO,"(160.0, 240.0]","(160, 240]"
134,0.8214423060417175,224.0286102294922,0.0036666848274434323,Feed-forward PPO,"(160.0, 240.0]","(160, 240]"
135,0.8215359449386597,276.9537658691406,0.0029663288468402037,Feed-forward PPO,"(240.0, 320.0]","(240, 320]"
136,0.821501612663269,299.0990600585937,0.00274658707554058,Feed-forward PPO,"(240.0, 320.0]","(240, 320]"
137,0.82161545753479,290.7749938964844,0.002825605622150866,Feed-forward PPO,"(240.0, 320.0]","(240, 320]"
138,0.8215668797492981,319.28912353515625,0.0025731126405213645,Feed-forward PPO,"(240.0, 320.0]","(240, 320]"
139,0.8216506838798523,306.7967224121094,0.0026781599145513603,Feed-forward PPO,"(240.0, 320.0]","(240, 320]"
140,0.821388304233551,328.66424560546875,0.0024991714651539927,Feed-forward PPO,"(320.0, 400.0]","(320, 400]"
141,0.8212496638298035,265.4051818847656,0.0030943241499571624,Feed-forward PPO,"(240.0, 320.0]","(240, 320]"
142,0.8212591409683228,239.5912628173828,0.0034277507923746323,Feed-forward PPO,"(160.0, 240.0]","(160, 240]"
143,0.8209695816040039,241.27301025390625,0.0034026581785507122,Feed-forward PPO,"(240.0, 320.0]","(240, 320]"
144,0.8206528425216675,194.81544494628903,0.0042124629428017014,Feed-forward PPO,"(160.0, 240.0]","(160, 240]"
145,0.8207225203514099,155.0421600341797,0.0052935441570891315,Feed-forward PPO,"(80.0, 160.0]","(80, 160]"
146,0.8206086754798889,162.7118682861328,0.005043324031144603,Feed-forward PPO,"(160.0, 240.0]","(160, 240]"
147,0.820503830909729,150.38388061523438,0.005456062362222413,Feed-forward PPO,"(80.0, 160.0]","(80, 160]"
148,0.8204410076141357,140.64842224121094,0.0058332755856093845,Feed-forward PPO,"(80.0, 160.0]","(80, 160]"
149,0.8201919198036194,135.4528045654297,0.0060551859552485715,Feed-forward PPO,"(80.0, 160.0]","(80, 160]"
150,0.8195720314979553,119.32405090332033,0.006868456319522671,Feed-forward PPO,"(80.0, 160.0]","(80, 160]"
151,0.8195399641990662,83.3116683959961,0.00983703699586999,Feed-forward PPO,"(80.0, 160.0]","(80, 160]"
152,0.8194710612297058,80.40553283691406,0.010191724777097526,Feed-forward PPO,"(80.0, 160.0]","(80, 160]"
153,0.5054035186767578,74.48958587646484,0.006784888286463695,Feed-forward PPO,"(-0.001, 80.0]","[0, 80]"
154,0.5473095178604126,54.76216506958008,0.00999430021009959,Feed-forward PPO,"(-0.001, 80.0]","[0, 80]"
155,0.4934902787208557,59.2230224609375,0.008332743892737887,Feed-forward PPO,"(-0.001, 80.0]","[0, 80]"
156,0.5085024237632751,53.61891555786133,0.009483638721013281,Feed-forward PPO,"(-0.001, 80.0]","[0, 80]"
157,0.4646859765052795,55.065425872802734,0.008438797469371642,Feed-forward PPO,"(-0.001, 80.0]","[0, 80]"
158,0.4526638388633728,50.95166015625,0.008884182330373913,Feed-forward PPO,"(-0.001, 80.0]","[0, 80]"
159,0.2680957317352295,49.90972518920898,0.00537161306176045,Feed-forward PPO,"(-0.001, 80.0]","[0, 80]"
160,0.3023275136947632,33.689598083496094,0.008973912747355327,Feed-forward PPO,"(-0.001, 80.0]","[0, 80]"
161,0.8542764186859131,36.130592346191406,0.02364412989691723,Feed-forward PPO,"(-0.001, 80.0]","[0, 80]"
162,0.6364476084709167,94.31413269042967,0.006748167960786421,Feed-forward PPO,"(80.0, 160.0]","(80, 160]"
163,0.3225443363189697,69.67963409423828,0.004628961396133975,Feed-forward PPO,"(-0.001, 80.0]","[0, 80]"
164,0.4257221817970276,40.35557174682617,0.010549278906710303,Feed-forward PPO,"(-0.001, 80.0]","[0, 80]"
165,0.2276146411895752,47.79618835449219,0.004762192321726896,Feed-forward PPO,"(-0.001, 80.0]","[0, 80]"
166,0.2283231019973755,29.732046127319336,0.007679360546517532,Feed-forward PPO,"(-0.001, 80.0]","[0, 80]"
167,0.2252249717712402,27.38720703125,0.008223729112437374,Feed-forward PPO,"(-0.001, 80.0]","[0, 80]"
168,0.2173539400100708,23.44199562072754,0.009271989617551386,Feed-forward PPO,"(-0.001, 80.0]","[0, 80]"
169,0.3095433712005615,22.69793128967285,0.013637514681410555,Feed-forward PPO,"(-0.001, 80.0]","[0, 80]"
170,0.2364284992218017,38.34646224975586,0.006165588305954012,Feed-forward PPO,"(-0.001, 80.0]","[0, 80]"
171,0.2252168655395507,26.63479423522949,0.008455738893663363,Feed-forward PPO,"(-0.001, 80.0]","[0, 80]"
172,0.4439129829406738,28.0002384185791,0.015853900109869156,Feed-forward PPO,"(-0.001, 80.0]","[0, 80]"
173,0.4564757347106933,46.25689315795898,0.009868274835318288,Feed-forward PPO,"(-0.001, 80.0]","[0, 80]"
174,0.7041683197021484,47.45170211791992,0.014839685159285835,Feed-forward PPO,"(-0.001, 80.0]","[0, 80]"
175,0.7112758159637451,85.04790496826172,0.008363237356983454,Feed-forward PPO,"(80.0, 160.0]","(80, 160]"
176,0.5610740184783936,85.52470397949219,0.006560373697556819,Feed-forward PPO,"(80.0, 160.0]","(80, 160]"
177,0.7391080856323242,68.78471374511719,0.010745237501039846,Feed-forward PPO,"(-0.001, 80.0]","[0, 80]"
178,0.7172040939331055,87.43982696533203,0.008202258842729196,Feed-forward PPO,"(80.0, 160.0]","(80, 160]"
179,0.7621464729309082,85.92961883544922,0.008869426901455008,Feed-forward PPO,"(80.0, 160.0]","(80, 160]"
180,0.9679107666015624,89.05438995361328,0.010868759722072416,Feed-forward PPO,"(80.0, 160.0]","(80, 160]"
181,0.6235687732696533,105.4351806640625,0.005914238201539842,Feed-forward PPO,"(80.0, 160.0]","(80, 160]"
182,0.4625844955444336,79.13188934326172,0.005845740565321455,Feed-forward PPO,"(-0.001, 80.0]","[0, 80]"
183,0.4588985443115234,54.21966171264648,0.00846369250224384,Feed-forward PPO,"(-0.001, 80.0]","[0, 80]"
184,0.5865943431854248,61.173770904541016,0.009588984535558214,Feed-forward PPO,"(-0.001, 80.0]","[0, 80]"
185,0.5181882381439209,70.55815124511719,0.007344130040252166,Feed-forward PPO,"(-0.001, 80.0]","[0, 80]"
186,0.4566588401794433,66.0616455078125,0.006912616794043353,Feed-forward PPO,"(-0.001, 80.0]","[0, 80]"
187,0.6183953285217285,60.3840446472168,0.010241038541465628,Feed-forward PPO,"(-0.001, 80.0]","[0, 80]"
188,0.5708091259002686,75.49118041992188,0.007561269047922238,Feed-forward PPO,"(-0.001, 80.0]","[0, 80]"
189,0.4568734169006347,69.34428405761719,0.006588479830883033,Feed-forward PPO,"(-0.001, 80.0]","[0, 80]"
190,0.7124087810516357,60.4849853515625,0.011778274838141003,Feed-forward PPO,"(-0.001, 80.0]","[0, 80]"
191,0.8966939449310303,85.60704803466797,0.010474534112750851,Feed-forward PPO,"(80.0, 160.0]","(80, 160]"
192,0.8197502493858337,99.12348175048828,0.008269990469556883,Feed-forward PPO,"(80.0, 160.0]","(80, 160]"
193,0.82045578956604,96.50794219970705,0.008501432844441383,Feed-forward PPO,"(80.0, 160.0]","(80, 160]"
194,0.8207449316978455,136.62521362304688,0.006007272815413894,Feed-forward PPO,"(80.0, 160.0]","(80, 160]"
195,0.8210132122039795,165.25746154785156,0.0049680855830297795,Feed-forward PPO,"(160.0, 240.0]","(160, 240]"
196,0.8209130167961121,201.201171875,0.0040800608124992414,Feed-forward PPO,"(160.0, 240.0]","(160, 240]"
197,0.820898711681366,186.8415679931641,0.004393555034345462,Feed-forward PPO,"(160.0, 240.0]","(160, 240]"
198,0.8209813237190247,184.8816070556641,0.004440578685968712,Feed-forward PPO,"(160.0, 240.0]","(160, 240]"
199,0.820754885673523,196.5148468017578,0.004176554082458168,Feed-forward PPO,"(160.0, 240.0]","(160, 240]"
200,0.8206959962844849,166.40164184570312,0.00493201862182033,Feed-forward PPO,"(160.0, 240.0]","(160, 240]"
201,0.8205204010009766,159.748779296875,0.005136317188853959,Feed-forward PPO,"(80.0, 160.0]","(80, 160]"
202,0.8206498622894287,142.14773559570312,0.005773217975300871,Feed-forward PPO,"(80.0, 160.0]","(80, 160]"
203,0.8202293515205383,154.7196044921875,0.005301392504283162,Feed-forward PPO,"(80.0, 160.0]","(80, 160]"
204,0.8197686076164246,121.4508819580078,0.006749795426762429,Feed-forward PPO,"(80.0, 160.0]","(80, 160]"
205,0.8196867108345032,97.3636703491211,0.008418814819689082,Feed-forward PPO,"(80.0, 160.0]","(80, 160]"
206,0.8201022744178772,93.29705810546876,0.008790226520227281,Feed-forward PPO,"(80.0, 160.0]","(80, 160]"
207,0.8198290467262268,114.29834747314452,0.007172711284551629,Feed-forward PPO,"(80.0, 160.0]","(80, 160]"
208,0.8202390670776367,100.2348175048828,0.008183175143085185,Feed-forward PPO,"(80.0, 160.0]","(80, 160]"
209,0.8203918933868408,122.0044403076172,0.006724278979669403,Feed-forward PPO,"(80.0, 160.0]","(80, 160]"
210,0.8201497793197632,131.6180877685547,0.006231284721002517,Feed-forward PPO,"(80.0, 160.0]","(80, 160]"
211,0.8201795816421509,116.93319702148438,0.007014086696795416,Feed-forward PPO,"(80.0, 160.0]","(80, 160]"
212,0.8204478025436401,118.62008666992188,0.006916600936455719,Feed-forward PPO,"(80.0, 160.0]","(80, 160]"
213,0.820573627948761,135.99227905273438,0.0060339721759539245,Feed-forward PPO,"(80.0, 160.0]","(80, 160]"
214,0.8204838633537292,147.06065368652344,0.00557922083702065,Feed-forward PPO,"(80.0, 160.0]","(80, 160]"
215,0.8204209804534912,138.88687133789062,0.0059071168682137834,Feed-forward PPO,"(80.0, 160.0]","(80, 160]"
216,0.8206337094306946,133.8757781982422,0.006129814672042516,Feed-forward PPO,"(80.0, 160.0]","(80, 160]"
217,0.820665717124939,152.9968719482422,0.005363937881047429,Feed-forward PPO,"(80.0, 160.0]","(80, 160]"
218,0.8207811117172241,156.42881774902344,0.0052469942784717375,Feed-forward PPO,"(80.0, 160.0]","(80, 160]"
219,0.8207316994667053,169.4835662841797,0.004842544427526104,Feed-forward PPO,"(160.0, 240.0]","(160, 240]"
220,0.8206861019134521,163.75152587890625,0.005011776821672777,Feed-forward PPO,"(160.0, 240.0]","(160, 240]"
221,0.8204658627510071,158.65945434570312,0.005171238399467162,Feed-forward PPO,"(80.0, 160.0]","(80, 160]"
222,0.820627748966217,137.4329833984375,0.005971112091681093,Feed-forward PPO,"(80.0, 160.0]","(80, 160]"
223,0.8203251361846924,152.3700714111328,0.005383768141522023,Feed-forward PPO,"(80.0, 160.0]","(80, 160]"
224,0.8206320405006409,127.01263427734376,0.006461026851145496,Feed-forward PPO,"(80.0, 160.0]","(80, 160]"
225,0.8208380937576294,152.820556640625,0.005371254442476113,Feed-forward PPO,"(80.0, 160.0]","(80, 160]"
226,0.8209559321403503,176.77700805664062,0.004644019836998883,Feed-forward PPO,"(160.0, 240.0]","(160, 240]"
227,0.8208880424499512,192.86590576171875,0.004256263123375154,Feed-forward PPO,"(160.0, 240.0]","(160, 240]"
228,0.8208995461463928,183.42355346679688,0.004475431484294034,Feed-forward PPO,"(160.0, 240.0]","(160, 240]"
229,0.820915699005127,184.990478515625,0.004437610549430464,Feed-forward PPO,"(160.0, 240.0]","(160, 240]"
230,0.8206936717033386,187.21275329589844,0.0043837487417654405,Feed-forward PPO,"(160.0, 240.0]","(160, 240]"
231,0.8208009600639343,159.4888916015625,0.005146445948815491,Feed-forward PPO,"(80.0, 160.0]","(80, 160]"
232,0.8209648132324219,171.99127197265625,0.004773293457373475,Feed-forward PPO,"(160.0, 240.0]","(160, 240]"
233,0.8211840987205505,194.13833618164065,0.004229891503511343,Feed-forward PPO,"(160.0, 240.0]","(160, 240]"
234,0.8212605118751526,228.26318359375,0.0035978667209723403,Feed-forward PPO,"(160.0, 240.0]","(160, 240]"
235,0.8212780356407166,241.51046752929688,0.003400589813114787,Feed-forward PPO,"(240.0, 320.0]","(240, 320]"
236,0.8213050365447998,244.6593475341797,0.003356932996112323,Feed-forward PPO,"(240.0, 320.0]","(240, 320]"
237,0.8212922215461731,249.58541870117188,0.0032906258138801956,Feed-forward PPO,"(240.0, 320.0]","(240, 320]"
238,0.8213863372802734,247.23959350585935,0.0033222281497595463,Feed-forward PPO,"(240.0, 320.0]","(240, 320]"
