t,rule_power,ff_power,ff_lower_or_equal,ff_vs_rule
443,0.228497102856636,0.3315714597702026,False,FF > Rule
444,0.3084951341152188,0.2265075445175171,True,FF <= Rule
445,0.2473159581422804,0.2284971475601196,True,FF <= Rule
446,0.2039764672517776,0.3084951639175415,False,FF > Rule
447,0.15518744289875,0.2473160028457641,False,FF > Rule
448,0.1124537810683248,0.2039765119552612,False,FF > Rule
449,0.0974442586302756,0.1551874876022339,False,FF > Rule
450,0.131080225110054,0.112453818321228,True,FF <= Rule
451,0.0933582410216328,0.0974442958831787,False,FF > Rule
452,0.2407664805650708,0.1310802698135376,True,FF <= Rule
453,0.0873885974287984,0.0933582782745361,False,FF > Rule
454,0.0151818149467552,0.2407665252685547,False,FF > Rule
455,0.1010282859206196,0.0873886346817016,True,FF <= Rule
456,0.2027681618928908,0.0151818149467552,True,FF <= Rule
457,0.2018770724534988,0.1010283231735229,True,FF <= Rule
458,0.1443997174501416,0.2027682065963745,False,FF > Rule
459,0.2366520911455152,0.2018758058547973,True,FF <= Rule
460,0.4417146146297452,0.1443997621536255,True,FF <= Rule
461,0.3823885619640348,0.236652135848999,True,FF <= Rule
462,0.4895828068256376,0.4417146444320678,True,FF <= Rule
463,0.3087165057659148,0.3823885917663574,False,FF > Rule
464,0.5994685292243956,0.4731225967407226,True,FF <= Rule
465,0.3982907235622404,0.3952672481536865,True,FF <= Rule
466,0.8190824985504148,0.5085432529449463,True,FF <= Rule
467,0.8190687894821164,0.4386548995971679,True,FF <= Rule
468,0.819030463695526,0.4744939804077148,True,FF <= Rule
469,0.818973124027252,0.459482192993164,True,FF <= Rule
470,0.8191037178039547,0.4369103908538818,True,FF <= Rule
471,0.8189684748649596,0.4053964614868164,True,FF <= Rule
472,0.8191406726837156,0.4957680702209472,True,FF <= Rule
473,0.8190207481384276,0.4149448871612549,True,FF <= Rule
474,0.407645672559738,0.491530179977417,False,FF > Rule
475,0.4266552627086636,0.4316456317901611,False,FF > Rule
476,0.4126547276973724,0.4457821846008301,False,FF > Rule
477,0.5072499513626096,0.4648733139038086,True,FF <= Rule
478,0.53570681810379,0.449700117111206,True,FF <= Rule
479,0.5943010449409484,0.4548759460449219,True,FF <= Rule
480,0.8195874094963072,0.4531745910644531,True,FF <= Rule
481,0.8196367621421812,0.4982879161834717,True,FF <= Rule
482,0.8197197318077084,0.699608325958252,True,FF <= Rule
483,0.82014125585556,0.7675676345825195,True,FF <= Rule
484,0.820033609867096,0.8197197318077087,True,FF <= Rule
485,0.8196454644203184,0.8201412558555603,False,FF > Rule
486,0.8199503421783444,0.820033609867096,False,FF > Rule
487,0.820059597492218,0.8196454644203186,True,FF <= Rule
488,0.8206738829612732,0.8199503421783447,True,FF <= Rule
489,0.819642961025238,0.820059597492218,False,FF > Rule
490,0.8200504183769224,0.8206738829612732,False,FF > Rule
491,0.8195830583572388,0.819642961025238,False,FF > Rule
492,0.8201318383216856,0.8200503587722778,True,FF <= Rule
493,0.8196493983268736,0.8195830583572388,True,FF <= Rule
494,0.819766283035278,0.8201318383216858,False,FF > Rule
495,0.8201350569725036,0.8196493983268738,True,FF <= Rule
496,0.8199196457862852,0.8197662830352783,True,FF <= Rule
497,0.8197952508926392,0.8201350569725037,False,FF > Rule
498,0.8196249008178708,0.8199195861816406,False,FF > Rule
499,0.8196827173233032,0.8197952508926392,False,FF > Rule
500,0.8198937773704528,0.8196249008178711,True,FF <= Rule
501,0.820126175880432,0.8196827173233032,True,FF <= Rule
502,0.8199450373649596,0.8198937773704529,True,FF <= Rule
503,0.8198556900024412,0.8201261758804321,False,FF > Rule
504,0.8196972012519836,0.8199450373649597,False,FF > Rule
505,0.8202306032180784,0.8198556900024414,True,FF <= Rule
506,0.8205801248550412,0.8196972012519836,True,FF <= Rule
507,0.8196009397506712,0.8202306032180786,False,FF > Rule
508,0.8194361329078672,0.8205801248550415,False,FF > Rule
509,0.81964635848999,0.8196009397506714,True,FF <= Rule
510,0.81962651014328,0.8194361329078674,True,FF <= Rule
511,0.8193328380584716,0.8196463584899902,False,FF > Rule
512,0.81932657957077,0.81962651014328,False,FF > Rule
513,0.6430130004882812,0.8193328380584717,False,FF > Rule
514,1.0004867315292356,0.8193265795707703,True,FF <= Rule
515,1.035789370536804,0.81942218542099,True,FF <= Rule
516,1.1634118556976316,0.8200125098228455,True,FF <= Rule
517,0.8201966881752012,0.8200830817222595,True,FF <= Rule
518,0.8202809691429136,0.8203287720680237,False,FF > Rule
519,0.820360481739044,0.8201966881752014,True,FF <= Rule
520,0.8204511404037476,0.8202809691429138,True,FF <= Rule
521,0.82025808095932,0.8203604817390442,False,FF > Rule
522,0.820249319076538,0.8204510807991028,False,FF > Rule
523,0.8208014369010924,0.8202580213546753,True,FF <= Rule
524,0.8205487132072448,0.8202492594718933,True,FF <= Rule
525,0.8202657103538512,0.8208014369010925,False,FF > Rule
526,0.8199355602264404,0.8205486536026001,False,FF > Rule
527,0.8196493983268736,0.8202657103538513,False,FF > Rule
528,0.8201491832733152,0.8199355602264404,True,FF <= Rule
529,0.8202263712882996,0.8215066194534302,False,FF > Rule
530,0.8201058506965636,1.0689338445663452,False,FF > Rule
531,0.8199830651283264,1.1089820861816406,False,FF > Rule
532,0.8195525407791135,1.047210931777954,False,FF > Rule
533,0.8191813230514524,0.9856680631637572,False,FF > Rule
534,0.8189725875854492,0.7335927486419678,True,FF <= Rule
535,0.3050453364849088,0.4971736669540405,False,FF > Rule
536,0.332230061292648,0.3272697925567627,True,FF <= Rule
537,0.2253957539796828,0.3050453662872314,False,FF > Rule
538,0.2569453418254852,0.3322300910949707,False,FF > Rule
539,0.3499942719936368,0.2253957986831665,True,FF <= Rule
540,0.2280439883470532,0.2569453716278076,False,FF > Rule
541,0.2891062200069424,0.3499943017959595,False,FF > Rule
542,0.2288512736558912,0.2280440330505371,True,FF <= Rule
543,0.2330297976732252,0.2891062498092651,False,FF > Rule
544,0.204426363110542,0.228851318359375,False,FF > Rule
545,0.1881684809923172,0.2330298423767089,False,FF > Rule
546,0.1417237073183056,0.2044264078140258,False,FF > Rule
547,0.1002102717757224,0.1881685256958007,False,FF > Rule
548,0.1254272013902664,0.1417237520217895,False,FF > Rule
549,0.1534881144762036,0.1002103090286254,True,FF <= Rule
550,0.200911834836006,0.12542724609375,True,FF <= Rule
551,0.2493415623903272,0.1534881591796875,True,FF <= Rule
552,0.20667465031147,0.2009118795394897,True,FF <= Rule
553,0.1029756888747212,0.249341607093811,False,FF > Rule
554,0.0865769013762472,0.2066746950149536,False,FF > Rule
555,0.1872690469026564,0.1029757261276245,True,FF <= Rule
556,0.1396278887987136,0.0865769386291503,True,FF <= Rule
557,0.0936941727995872,0.1872690916061401,False,FF > Rule
558,0.2950682342052456,0.1396279335021972,True,FF <= Rule
559,0.2491000443696972,0.0936942100524902,True,FF <= Rule
560,0.2051374465227124,0.2950682640075683,False,FF > Rule
561,0.2943210303783416,0.2491000890731811,True,FF <= Rule
562,0.473164826631546,0.2051374912261963,True,FF <= Rule
563,0.2419050484895704,0.294321060180664,False,FF > Rule
564,0.228200390934944,0.4899542331695556,False,FF > Rule
565,0.8189716935157776,0.2815616130828857,True,FF <= Rule
566,0.8189588785171508,0.2968056201934814,True,FF <= Rule
567,0.8189572691917416,0.4104518890380859,True,FF <= Rule
568,0.8192683458328244,0.3897798061370849,True,FF <= Rule
569,0.8194245696067808,0.3855488300323486,True,FF <= Rule
570,0.8190807104110716,0.455294132232666,True,FF <= Rule
571,0.8192995786666868,0.5883886814117432,True,FF <= Rule
572,0.8192266821861264,0.4724898338317871,True,FF <= Rule
573,0.819166839122772,0.4600074291229248,True,FF <= Rule
574,0.819196820259094,0.4515755176544189,True,FF <= Rule
575,0.819244921207428,0.4746580123901367,True,FF <= Rule
576,0.819328725337982,0.4552745819091797,True,FF <= Rule
577,0.81945663690567,0.4532756805419922,True,FF <= Rule
578,0.8194715976715088,0.483302354812622,True,FF <= Rule
579,0.8197279572486876,0.6157197952270508,True,FF <= Rule
580,0.8195390701293944,0.6177237033843994,True,FF <= Rule
581,0.819428205490112,0.8197279572486877,False,FF > Rule
582,0.8195822238922116,0.8195390701293945,True,FF <= Rule
583,0.819564700126648,0.8194282054901123,True,FF <= Rule
584,0.8193901181221008,0.8195822238922119,False,FF > Rule
585,0.8193285465240476,0.8195646405220032,False,FF > Rule
586,0.8193583488464355,0.8193901181221008,False,FF > Rule
587,0.8193979859352112,0.8193285465240479,True,FF <= Rule
588,0.819475531578064,0.8193583488464355,True,FF <= Rule
589,0.8194531798362732,0.8193979859352112,True,FF <= Rule
590,0.8193781375885008,0.819475531578064,False,FF > Rule
591,0.6843116879463196,0.8194531798362732,False,FF > Rule
592,0.617383062839508,0.819378137588501,False,FF > Rule
593,0.7016482949256896,0.8194908499717712,False,FF > Rule
594,0.8280656337738036,0.5333800315856934,True,FF <= Rule
595,0.8194844126701352,0.6200566291809082,True,FF <= Rule
596,0.8201020956039428,0.7950718402862549,True,FF <= Rule
597,0.8197340965270996,0.618431568145752,True,FF <= Rule
598,0.8196039795875548,0.8201020359992981,False,FF > Rule
