config,mean_sec_mean,mean_sec_std,mean_sec_str,n_seeds,mean_power_mean,mean_power_std,mean_power_str,total_energy_wh_mean,total_energy_wh_std,total_energy_wh_str,qos_violation_rate_mean,qos_violation_rate_std,qos_violation_rate_str,type_switches_mean,type_switches_std,type_switches_str,total_reward_mean,total_reward_std,total_reward_str,energy_saved_vs_dpdk_pct_mean,energy_saved_vs_dpdk_pct_std,energy_saved_vs_dpdk_pct_str,train_time_s_mean,train_time_s_std,train_time_s_str
lstm,0.0077172000000000004,0.00018248342390474848,0.0077 ± 0.0002,5,0.68758,0.008121391506386064,0.688 ± 0.008,123.94153999999999,1.466099707727954,123.94 ± 1.47,0.0014,0.0,0.001 ± 0.000,14.0,0.0,14 ± 0,-563.48426,13.16608640059755,-563.5 ± 13.2,16.137999999999998,0.9920534259806774,16.1 ± 1.0,679.63,8.211193579498643,680 ± 8
mlp,0.0108504,0.0019812289872702753,0.0109 ± 0.0020,5,0.7523799999999999,0.0420122244114734,0.752 ± 0.042,135.61128000000002,7.569805617187272,135.61 ± 7.57,0.00056,0.0007668115805072325,0.001 ± 0.001,10.0,4.69041575982343,10 ± 5,-787.34826,140.52292969822756,-787.3 ± 140.5,8.244,5.122590165141069,8.2 ± 5.1,443.54799999999994,2.1400163550777056,444 ± 2
