config,mean_sec_mean,mean_sec_std,mean_sec_str,n_seeds,mean_power_mean,mean_power_std,mean_power_str,total_energy_wh_mean,total_energy_wh_std,total_energy_wh_str,qos_violation_rate_mean,qos_violation_rate_std,qos_violation_rate_str,type_switches_mean,type_switches_std,type_switches_str,total_reward_mean,total_reward_std,total_reward_str,energy_saved_vs_dpdk_pct_mean,energy_saved_vs_dpdk_pct_std,energy_saved_vs_dpdk_pct_str,train_time_s_mean,train_time_s_std,train_time_s_str
no_qos_no_switch,0.009547,0.002059272687139806,0.0095 ± 0.0021,5,0.7302,0.03597756245217288,0.730 ± 0.036,131.62122,6.486758914280691,131.62 ± 6.49,0.0008399999999999999,0.0007668115805072325,0.001 ± 0.001,0.0,0.0,0 ± 0,-688.3221599999999,148.47509051533862,-688.3 ± 148.5,10.942,4.387923198963263,10.9 ± 4.4,447.90600000000006,2.9046566062101338,448 ± 3
no_qos_with_switch,0.0108504,0.0019812289872702753,0.0109 ± 0.0020,5,0.7523799999999999,0.0420122244114734,0.752 ± 0.042,135.61128000000002,7.569805617187272,135.61 ± 7.57,0.00056,0.0007668115805072325,0.001 ± 0.001,10.0,4.69041575982343,10 ± 5,-787.31422,140.5652299611892,-787.3 ± 140.6,8.244,5.122590165141069,8.2 ± 5.1,448.16,2.5489311485405097,448 ± 3
with_qos_no_switch,0.009547,0.002059272687139806,0.0095 ± 0.0021,5,0.7302,0.03597756245217288,0.730 ± 0.036,131.62122,6.486758914280691,131.62 ± 6.49,0.0008399999999999999,0.0007668115805072325,0.001 ± 0.001,0.0,0.0,0 ± 0,-688.37324,148.42868430833377,-688.4 ± 148.4,10.942,4.387923198963263,10.9 ± 4.4,448.206,1.9138521363992627,448 ± 2
with_qos_with_switch,0.0108504,0.0019812289872702753,0.0109 ± 0.0020,5,0.7523799999999999,0.0420122244114734,0.752 ± 0.042,135.61128000000002,7.569805617187272,135.61 ± 7.57,0.00056,0.0007668115805072325,0.001 ± 0.001,10.0,4.69041575982343,10 ± 5,-787.34826,140.52292969822756,-787.3 ± 140.5,8.244,5.122590165141069,8.2 ± 5.1,447.07399999999996,2.32747287846711,447 ± 2
