config,mean_sec_mean,mean_sec_std,mean_sec_str,n_seeds,mean_power_mean,mean_power_std,mean_power_str,total_energy_wh_mean,total_energy_wh_std,total_energy_wh_str,qos_violation_rate_mean,qos_violation_rate_std,qos_violation_rate_str,type_switches_mean,type_switches_std,type_switches_str,total_reward_mean,total_reward_std,total_reward_str,energy_saved_vs_dpdk_pct_mean,energy_saved_vs_dpdk_pct_std,energy_saved_vs_dpdk_pct_str,train_time_s_mean,train_time_s_std,train_time_s_str
lstm_history_cd4_k1_t90,0.007458,,0.0075 ± nan,1,0.677,,0.677 ± nan,122.0269,,122.03 ± nan,0.0014,,0.001 ± nan,22.0,,22 ± nan,-538.4375,,-538.4 ± nan,17.43,,17.4 ± nan,696.25,,696 ± nan
lstm_history_cd4_k1_t95,0.009344,,0.0093 ± nan,1,0.7378,,0.738 ± nan,132.9859,,132.99 ± nan,0.1498,,0.150 ± nan,12.0,,12 ± nan,-752.9849,,-753.0 ± nan,10.02,,10.0 ± nan,685.49,,685 ± nan
lstm_history_cd4_k2_t90,0.007914,,0.0079 ± nan,1,0.6935,,0.694 ± nan,125.0078,,125.01 ± nan,0.0014,,0.001 ± nan,30.0,,30 ± nan,-571.6465,,-571.6 ± nan,15.42,,15.4 ± nan,690.95,,691 ± nan
lstm_history_cd4_k2_t95,0.012822,,0.0128 ± nan,1,0.7983,,0.798 ± nan,143.897,,143.90 ± nan,0.0444,,0.044 ± nan,4.0,,4 ± nan,-944.6363,,-944.6 ± nan,2.64,,2.6 ± nan,690.79,,691 ± nan
mlp_hybrid_cd4_k1_t90,0.00778,,0.0078 ± nan,1,0.7043,,0.704 ± nan,126.9578,,126.96 ± nan,0.0014,,0.001 ± nan,28.0,,28 ± nan,-561.8685,,-561.9 ± nan,14.1,,14.1 ± nan,445.53,,446 ± nan
mlp_hybrid_cd4_k1_t95,0.010678,,0.0107 ± nan,1,0.7574,,0.757 ± nan,136.5244,,136.52 ± nan,0.129,,0.129 ± nan,8.0,,8 ± nan,-830.5907,,-830.6 ± nan,7.62,,7.6 ± nan,439.53,,440 ± nan
mlp_hybrid_cd4_k2_t90,0.013528,,0.0135 ± nan,1,0.8199,,0.820 ± nan,147.7925,,147.79 ± nan,0.0,,0.000 ± nan,0.0,,0 ± nan,-975.4015,,-975.4 ± nan,0.0,,0.0 ± nan,442.93,,443 ± nan
mlp_hybrid_cd4_k2_t95,0.013528,,0.0135 ± nan,1,0.8199,,0.820 ± nan,147.7925,,147.79 ± nan,0.0014,,0.001 ± nan,0.0,,0 ± nan,-975.5028,,-975.5 ± nan,0.0,,0.0 ± nan,444.36,,444 ± nan
