timesteps,elapsed_s,cpu_pct,cpu_freq_mhz,ram_gb,ram_pct,gpu_power_w,gpu_mem_gb,gpu_util_pct,gpu_temp_c,cumulative_energy_wh
1000,0.4443948268890381,5.7,4049.991999999999,9.514152526855469,3.8,,,,,0.0
2000,2.4376463890075684,3.4,4049.991999999999,9.50045394897461,3.8,,,,,0.0
3000,2.684884548187256,3.5,4049.991999999999,9.500690460205078,3.8,,,,,0.0
4000,4.67962908744812,3.6,4049.991999999999,9.49808120727539,3.8,,,,,0.0
5000,6.498138189315796,3.4,4049.991999999999,9.773235321044922,3.9,,,,,0.0
6000,8.511523246765137,3.4,4049.991999999999,9.766731262207031,3.9,,,,,0.0
7000,8.762460231781006,4.0,4049.991999999999,9.788345336914062,3.9,,,,,0.0
8000,10.778299570083618,3.5,4049.991999999999,9.772571563720703,3.9,,,,,0.0
9000,12.451983451843262,3.3,4049.991999999999,9.770145416259766,3.9,,,,,0.0
10000,14.45221471786499,3.4,4049.991999999999,9.757884979248047,3.9,,,,,0.0
11000,14.700794458389282,4.1,4049.991999999999,9.762348175048828,3.9,,,,,0.0
12000,16.700871229171753,3.4,4049.991999999999,9.769599914550781,3.9,,,,,0.0
13000,18.372924327850342,3.3,4049.991999999999,9.747692108154297,3.9,,,,,0.0
14000,20.38408064842224,3.5,4049.991999999999,9.750968933105469,3.9,,,,,0.0
15000,20.63275694847107,3.5,4049.991999999999,9.758365631103516,3.9,,,,,0.0
16000,22.640379190444946,3.4,4049.991999999999,9.742271423339844,3.9,,,,,0.0
17000,24.323981046676636,3.3,4049.991999999999,9.733203887939453,3.9,,,,,0.0
18000,26.335351943969727,3.4,4049.991999999999,9.771781921386719,3.9,,,,,0.0
19000,26.58280062675476,3.2,4049.991999999999,9.771781921386719,3.9,,,,,0.0
20000,28.5804283618927,3.4,4049.991999999999,9.752197265625,3.9,,,,,0.0
21000,30.26640486717224,3.4,4049.991999999999,9.773963928222656,3.9,,,,,0.0
22000,32.275887966156006,3.4,4049.991999999999,9.782745361328125,3.9,,,,,0.0
23000,32.52271246910095,3.2,4049.991999999999,9.780017852783203,3.9,,,,,0.0
24000,34.527347564697266,3.4,4049.991999999999,9.770668029785156,3.9,,,,,0.0
25000,36.207417488098145,3.5,4049.991999999999,9.797889709472656,3.9,,,,,0.0
26000,38.221221923828125,3.4,4049.991999999999,9.782417297363281,3.9,,,,,0.0
27000,38.4683051109314,3.3,4049.991999999999,9.780620574951172,3.9,,,,,0.0
28000,40.479676961898804,3.4,4049.991999999999,9.77072525024414,3.9,,,,,0.0
