timesteps,ep_return,ep_len,sec_mean,power_mean,perf_mean,qos_violation_rate,switches,scale_events,frac_time_oai,mean_k
9412,-2223.1140964776278,2353,0.009388457751495284,1.0054033956171045,0.9484928552769014,0.0,467,0,0.49638759031024227,1.0
9412,-2210.943949058652,2353,0.009335970941850265,1.0021582941425338,0.9485581214510022,0.0,473,0,0.49383765405864855,1.0
9412,-2237.882734671235,2353,0.00945211537180352,1.008770066704894,0.9482316491302915,0.0,460,0,0.49893752656183593,1.0
9412,-2216.0840601474047,2353,0.009359473316948837,1.0037281154522326,0.9481279475355574,0.0,460,0,0.5036124096897577,1.0
18824,-2122.5449733436108,2353,0.008960794667561752,0.9832523514046043,0.9482907407900855,0.0,469,0,0.5053123671908202,1.0
18824,-2149.754738047719,2353,0.009076433271308984,0.9860654462918899,0.9482661633353714,0.0,469,0,0.5053123671908202,1.0
18824,-2152.6426135897636,2353,0.009089726402950297,0.9793658608383085,0.9488870789028967,0.0,461,0,0.49426264343391413,1.0
18824,-2128.5308313667774,2353,0.008988911355063921,0.9781275560285404,0.9485540945530951,0.0,448,0,0.5014874628134297,1.0
28236,-2069.875456959009,2353,0.008739632252355205,0.9580683275531618,0.9488714429808331,0.0,448,0,0.49936251593710157,1.0
28236,-2091.2039462178946,2353,0.008830021067628938,0.976970440673666,0.9484768188156779,0.0,450,0,0.5019124521886953,1.0
28236,-2100.9411764889956,2353,0.008871275767734646,0.9744100266195995,0.9484621209384936,0.0,451,0,0.5031874203144922,1.0
28236,-2059.813936755061,2353,0.008698019328995386,0.9636125199803889,0.9482493028962962,0.0,439,0,0.5108372290692733,1.0
37648,-2016.9888166636229,2353,0.008517037093151745,0.964726387466515,0.9478962240804777,0.0,431,0,0.5176370590735232,1.0
37648,-1975.9777189046144,2353,0.00834427424765889,0.9580703686259424,0.9474290069802184,0.0,419,0,0.5299617509562261,1.0
37648,-2072.3468511104584,2353,0.00875051789950695,0.9676487228235082,0.9482752800595745,0.0,445,0,0.5091372715682108,1.0
37648,-2079.364210277796,2353,0.008781233416035886,0.9707713736101662,0.9481820379274225,0.0,438,0,0.509987250318742,1.0
47060,-1981.7562246620655,2353,0.00837048973709652,0.9531677548448633,0.9476708410346554,0.0,406,0,0.5252868678283042,1.0
47060,-2013.9857342988253,2353,0.008504656803882469,0.9546707421984513,0.9483131115050504,0.0,428,0,0.5108372290692733,1.0
47060,-2012.85315592587,2353,0.008500990935269216,0.9501021692867336,0.9487046243482785,0.0,419,0,0.5023374415639609,1.0
47060,-1999.0564951002598,2353,0.008443121571244994,0.9455700211964716,0.9484825882818463,0.0,413,0,0.5125371865703358,1.0
56472,-1964.992315158248,2353,0.00830026487912864,0.9364882143973493,0.9486533441393618,0.0,398,0,0.509987250318742,1.0
56472,-1954.5737381875515,2353,0.008256369524984077,0.9480582249200045,0.9484695941399778,0.0,395,0,0.5087122821929452,1.0
56472,-1972.1189560890198,2353,0.008329277373973045,0.9472014281631175,0.9481996455397244,0.0,408,0,0.5155121121971951,1.0
56472,-1914.2207297980785,2353,0.008083981045636974,0.9288731950220026,0.948959802243743,0.0,402,0,0.504462388440289,1.0
65884,-1906.8401946872473,2353,0.008054527006623811,0.9234790582885856,0.9489525056776978,0.0,387,0,0.506587335316617,1.0
65884,-1897.2433688342571,2353,0.008012594049182968,0.9220863132592317,0.948448750398233,0.0,396,0,0.5180620484487888,1.0
65884,-1899.4756231158972,2353,0.008022335884974667,0.9299038696988208,0.9483587235224992,0.0,394,0,0.5163620909477263,1.0
