policy,switch_dpdk_to_oai_mean,switch_dpdk_to_oai_std,switch_oai_to_dpdk_mean,switch_oai_to_dpdk_std,scale_up_mean,scale_up_std,scale_down_mean,scale_down_std,cooldown_blocked_mean,cooldown_blocked_std,avg_sec_mean,avg_sec_std,total_power_mean,total_power_std,violation_rate_mean,violation_rate_std,avg_qos_mean,avg_qos_std,n_runs
MlpLstmPolicy,3.75,4.349329450233296,3.75,4.349329450233296,1.25,2.5,1.5,3.0,6.75,9.429563439877091,0.011192673311249695,0.0028740701061614527,553.7110884934664,44.59159109002939,0.0013869625520110957,0.0019614612515576908,0.9664720505393328,0.008606722206723075,4
MlpPolicy,9.0,2.160246899469287,9.75,1.707825127659933,8.25,6.18465843842649,6.5,7.416198487095663,36.75,31.542299641381042,0.00739640379725384,5.4191064866844043e-05,487.4766290932894,4.887723625372937,0.0013869625520110957,0.0,0.9539379998524873,0.0013575714963681867,4
