group,config,seed,run_dir,eval_csv,steps,switch_dpdk_to_oai,switch_oai_to_dpdk,scale_up,scale_down,cooldown_blocked,avg_sec,total_power,violation_rate,avg_qos,qos_threshold
A1_policy_observation,lstm_forecast,seed_456,../experiments/results/A1_policy_observation/lstm_forecast/seed_456,../experiments/results/A1_policy_observation/lstm_forecast/seed_456/eval/evaluation_results_MlpLstmPolicy_20260225-152908.csv,721,0,0,0,0,0,0.01352845322781195,591.1698392629623,0.0,0.9732022750890206,0.9
A1_policy_observation,lstm_history,seed_456,../experiments/results/A1_policy_observation/lstm_history/seed_456,../experiments/results/A1_policy_observation/lstm_history/seed_456/eval/evaluation_results_MlpLstmPolicy_20260225-152918.csv,721,8,8,0,0,7,0.007640882364529731,502.9745752811432,0.0013869625520110957,0.9552117425757208,0.9
A1_policy_observation,lstm_hybrid,seed_456,../experiments/results/A1_policy_observation/lstm_hybrid/seed_456,../experiments/results/A1_policy_observation/lstm_hybrid/seed_456/eval/evaluation_results_MlpLstmPolicy_20260225-152927.csv,721,7,7,5,6,20,0.010072904424845151,529.5301001667976,0.004160887656033287,0.9642719094035694,0.9
A1_policy_observation,lstm_instant,seed_456,../experiments/results/A1_policy_observation/lstm_instant/seed_456,../experiments/results/A1_policy_observation/lstm_instant/seed_456/eval/evaluation_results_MlpLstmPolicy_20260225-152937.csv,721,0,0,0,0,0,0.01352845322781195,591.1698392629623,0.0,0.9732022750890206,0.9
A1_policy_observation,mlp_forecast,seed_456,../experiments/results/A1_policy_observation/mlp_forecast/seed_456,../experiments/results/A1_policy_observation/mlp_forecast/seed_456/eval/evaluation_results_MlpPolicy_20260225-152946.csv,721,7,8,16,17,79,0.007474217897209311,493.79812520742416,0.0013869625520110957,0.9541929942063584,0.9
A1_policy_observation,mlp_history,seed_456,../experiments/results/A1_policy_observation/mlp_history/seed_456,../experiments/results/A1_policy_observation/mlp_history/seed_456/eval/evaluation_results_MlpPolicy_20260225-152955.csv,721,9,10,9,6,29,0.007387858507741354,488.82634860277176,0.0013869625520110957,0.9519548361575885,0.9
A1_policy_observation,mlp_hybrid,seed_456,../experiments/results/A1_policy_observation/mlp_hybrid/seed_456,../experiments/results/A1_policy_observation/mlp_hybrid/seed_456/eval/evaluation_results_MlpPolicy_20260225-153005.csv,721,8,9,7,0,3,0.0073498766556066505,483.16003465652466,0.0013869625520110957,0.9546646870951712,0.9
A1_policy_observation,mlp_instant,seed_456,../experiments/results/A1_policy_observation/mlp_instant/seed_456,../experiments/results/A1_policy_observation/mlp_instant/seed_456/eval/evaluation_results_MlpPolicy_20260225-153014.csv,721,12,12,1,3,36,0.007373662128458046,484.1220079064369,0.0013869625520110957,0.9549394819508313,0.9
